image,valid_px,real_px,discarded_px,discard_pct_of_real
2621,666200,601888,44926,7.46
2622,1048576,1030077,1124,0.11
2623,1048576,1032084,35437,3.43
2624,1048576,68311,4417,6.47
2625,1048576,845017,845017,100.0
2626,1048576,833071,32973,3.96
2627,1047915,546226,41029,7.51
2628,1048576,358278,18999,5.3
2629,1048576,144632,62576,43.27
2630,1048576,629095,629095,100.0
2631,1048576,715372,51792,7.24
2632,1048576,742775,200789,27.03
2633,1048576,384932,24401,6.34
2634,1048576,444988,784,0.18
2635,1048576,861482,45736,5.31
2636,1048576,562826,67993,12.08
2637,1048576,1048090,5923,0.57
2638,1048576,635552,589327,92.73
2639,1048576,635505,635505,100.0
2640,1048576,505966,407785,80.6
2641,873706,873211,15,0.0
2642,1048576,348255,348255,100.0
2643,1048576,842829,684236,81.18
2644,1048576,691710,156419,22.61
2645,1048576,955659,323355,33.84
2646,1048576,868271,8062,0.93
2647,1048576,362934,202796,55.88
2648,1048576,175384,9764,5.57
2649,1048576,883639,102435,11.59
2650,1048576,1026545,86302,8.41
2651,1048576,876232,63707,7.27
2652,1048576,821117,101035,12.3
2653,1048576,444666,444666,100.0
2654,1048576,627590,108079,17.22
2655,1048576,30541,80,0.26
2656,1048576,1046087,8990,0.86
2657,1048576,1005006,125265,12.46
2658,1048576,700245,544621,77.78
2659,1048576,560267,529297,94.47
2660,1048576,967735,967735,100.0
2661,1048576,459714,524,0.11
2662,1048576,588433,6029,1.02
2663,1048576,543472,41534,7.64
2664,1048576,104205,50651,48.61
2665,1048576,459096,127739,27.82
2666,1048576,1004254,38696,3.85
2667,1048576,210278,210278,100.0
2668,1048576,864518,57751,6.68
2669,1048576,98133,28119,28.65
2670,1048576,103749,103749,100.0
2671,1048576,568712,568712,100.0
2672,1048576,259419,3501,1.35
2673,1048576,505519,170080,33.64
2674,1048576,264041,16956,6.42
2675,960326,868025,53236,6.13
2676,1048576,532964,491490,92.22
2677,1048576,492922,475852,96.54
2678,1048576,93301,1722,1.85
2679,1048576,1028245,514,0.05
2680,1048576,449448,809,0.18
2681,1048576,652058,4264,0.65
2682,842676,842676,1164,0.14
2683,1048576,944946,1626,0.17
2684,1048576,180874,29373,16.24
2685,1048576,875750,119454,13.64
2686,899487,623032,8719,1.4
2687,1048576,139326,27280,19.58
2688,1048576,934048,41831,4.48
2689,1048576,812974,812974,100.0
2690,930910,809101,87385,10.8
2691,991257,966685,2858,0.3
2692,1048576,195808,15170,7.75
2693,1048576,162166,40354,24.88
2694,1048576,258579,258579,100.0
2695,1048576,713136,675863,94.77
2696,1048576,868616,111304,12.81
2697,1048576,955696,142471,14.91
2698,1048576,860508,98828,11.48
2699,1048576,352072,19477,5.53
2700,1048576,564734,345692,61.21
2701,1048576,879155,23807,2.71
2702,1048576,497263,438768,88.24
2703,1048576,173964,173888,99.96
2704,1048576,435873,149816,34.37
2705,1048576,206225,137960,66.9
2706,1048576,578165,537660,92.99
2707,1048576,1026770,1026770,100.0
2708,1048576,580225,12585,2.17
2709,1048576,865679,124158,14.34
2710,1048576,777603,37027,4.76
2711,1048576,265045,101929,38.46
2712,1048576,1029622,26810,2.6
2713,1048576,172583,144117,83.51
2714,1048576,669434,554616,82.85
2715,1048576,888965,98993,11.14
2716,1048576,335179,235920,70.39
2717,1048576,376773,9707,2.58
2718,1048576,965017,133798,13.86
2719,1048576,541585,37863,6.99
2720,1048576,1048558,385,0.04
2721,1048576,992794,81181,8.18
2722,1048576,676374,623064,92.12
2723,1048576,626140,15506,2.48
2724,1048576,127905,6639,5.19
2725,1048576,27270,27270,100.0
2726,1048576,916268,916268,100.0
2727,1048576,968469,163436,16.88
2728,1048576,679112,297296,43.78
2729,1048576,585580,531297,90.73
2730,1048576,367201,12961,3.53
2731,1048576,194066,72,0.04
2732,1048576,475963,6703,1.41
2733,1048576,144363,6700,4.64
2734,1048576,313717,237692,75.77
2735,1048576,373275,35415,9.49
2736,1048576,366599,2059,0.56
2737,1048576,347369,2169,0.62
2738,1048576,525067,152,0.03
2739,1048576,378782,41582,10.98
2740,1048576,108960,2952,2.71
2741,1048576,850369,849076,99.85
2742,1048576,823023,2087,0.25
2743,1048576,810725,79512,9.81
2744,870113,676629,4838,0.72
2745,1048576,303662,112532,37.06
2746,1048576,65877,3769,5.72
2747,1048576,943075,943075,100.0
2748,1048576,418585,36420,8.7
2749,1048576,817068,732669,89.67
2750,1048576,946208,929996,98.29
2751,1048576,763405,32496,4.26
2752,1048576,916226,916226,100.0
2753,1048576,292339,10935,3.74
2754,1048576,863330,164444,19.05
2755,1048576,1012161,14010,1.38
2756,1048576,107213,1409,1.31
2757,1048576,686744,126660,18.44
2758,1048576,232467,224930,96.76
2759,1048576,133680,10319,7.72
2760,1048576,934927,119472,12.78
2761,1048576,1017359,1017359,100.0
2762,1048576,618474,578716,93.57
2763,1048576,990875,729,0.07
2764,1048576,981303,27276,2.78
2765,1048576,822283,5952,0.72
2766,1048576,1043596,2858,0.27
2767,1048576,853613,64941,7.61
2768,1048576,774655,115591,14.92
2769,1048576,984660,1882,0.19
2770,1019147,702815,304810,43.37
2771,1048576,889385,889385,100.0
2772,1048576,591239,575332,97.31
2773,1048576,125200,8377,6.69
2774,1048576,350108,80257,22.92
2775,1048576,734131,3815,0.52
2776,1048576,665347,380,0.06
2777,1048576,278616,278616,100.0
2778,1048576,608316,868,0.14
2779,1047444,479053,55217,11.53
2780,1048576,1003528,103,0.01
2781,1048576,362572,362569,100.0
2782,1048576,692505,680406,98.25
2783,901498,896036,36410,4.06
2784,1048576,865683,85171,9.84
2785,1048576,574560,574560,100.0
2786,1048576,585386,15283,2.61
2787,1048576,83989,83989,100.0
2788,1048576,488468,471114,96.45
2789,1048576,155107,8961,5.78
2790,1048576,584563,20709,3.54
2791,1048576,899778,899778,100.0
2792,1048576,188686,54783,29.03
2793,1048576,140154,124788,89.04
2794,1048576,1048576,1048576,100.0
2795,1048576,1044533,1028392,98.45
2796,1048576,423056,259058,61.23
2797,1048576,229757,1642,0.71
2798,1048576,270650,5967,2.2
2799,1048576,627043,578773,92.3
2800,1048576,1013940,2888,0.28
2801,1048576,933755,10130,1.08
2802,1048576,958229,11449,1.19
2803,1048576,621024,606581,97.67
2804,1048576,445520,1023,0.23
2805,1048576,255873,149040,58.25
2806,1048576,276947,276597,99.87
2807,1048576,612022,216953,35.45
2808,1048576,435409,175889,40.4
2809,604777,372913,31305,8.39
2810,1048576,169303,169303,100.0
2811,1047878,459280,45223,9.85
2812,1048576,1036538,2050,0.2
2813,1048576,605071,47658,7.88
2814,1048576,379816,3868,1.02
2815,1048576,362629,5053,1.39
2816,1048576,716579,688560,96.09
2817,1048576,462611,462611,100.0
2818,1048576,499669,499669,100.0
2819,1048576,1022409,2387,0.23
2820,1048576,1038568,25524,2.46
2821,1048576,825567,167257,20.26
2822,1048576,915572,105007,11.47
2823,1048576,167635,1001,0.6
2824,1048576,261440,113753,43.51
2825,1048576,608478,130382,21.43
2826,1048576,904423,904423,100.0
2827,1048576,567947,433538,76.33
2828,1048576,427224,26178,6.13
2829,1048576,842770,897,0.11
2830,1048576,423284,576,0.14
2831,1048576,1016573,2006,0.2
2832,1048576,0,0,0.0
2833,1048576,792448,792448,100.0
2834,1048576,358054,358054,100.0
2835,1048576,694718,694717,100.0
2836,576335,576335,126,0.02
2837,1048576,1031562,13022,1.26
2838,961729,875663,220,0.03
2839,1048576,902508,51075,5.66
2840,638506,553998,40236,7.26
2841,1048576,336746,36066,10.71
2842,1048576,37008,22580,61.01
2843,1048576,236945,236945,100.0
2844,1048576,873279,116948,13.39
2845,548551,488507,8955,1.83
2846,1048576,388817,4725,1.22
2847,1048576,271386,43309,15.96
2848,1048576,694622,1766,0.25
2849,1048576,478154,17473,3.65
2850,1048576,873657,86420,9.89
2851,1048576,309021,161770,52.35
2852,1048576,441349,8757,1.98
2853,1048576,1044726,1016293,97.28
2854,1048576,507312,353937,69.77
2855,1048576,464777,354,0.08
2856,1048576,130265,130265,100.0
2857,1048576,609776,609776,100.0
2858,961872,949810,156,0.02
2859,1048576,688287,688287,100.0
2860,1048576,250849,11227,4.48
2861,1048576,456166,452245,99.14
2862,1048576,661715,33002,4.99
2863,1048576,1047732,991,0.09
2864,1048576,506240,46721,9.23
2865,1048576,330439,52806,15.98
2866,1048508,173167,2849,1.65
2867,1048576,882555,78159,8.86
2868,1048576,998585,14344,1.44
2869,1048576,362639,149408,41.2
2870,486705,414480,5653,1.36
2871,1048576,832385,832385,100.0
2872,1048576,451567,358,0.08
2873,1048576,913936,30633,3.35
2874,577960,577283,291,0.05
2875,1048576,646049,645948,99.98
2876,1048576,956995,17228,1.8
2877,1048576,958511,958511,100.0
2878,1048576,720771,77763,10.79
2879,1048576,124286,80408,64.7
2880,1048576,828491,1129,0.14
2881,1048576,1031763,20868,2.02
2882,1048576,949534,47343,4.99
2883,1048576,268812,1696,0.63
2884,1048576,640176,745,0.12
2885,1048576,979196,3260,0.33
2886,1048576,938029,89251,9.51
2887,1048576,310457,12459,4.01
2888,1048576,69757,66503,95.34
2889,1048576,442164,47542,10.75
2890,1048576,50278,50278,100.0
2891,667910,587403,74049,12.61
2892,693845,354954,43089,12.14
2893,1048576,249443,238144,95.47
2894,1048576,334063,193136,57.81
2895,1048576,105827,105827,100.0
2896,1048576,387584,298691,77.06
2897,1048576,501649,442,0.09
2898,1048512,426635,264164,61.92
2899,1048576,84069,8466,10.07
2900,1048576,960057,10374,1.08
2901,1048576,865615,865615,100.0
2902,1048576,468312,63740,13.61
2903,958246,764415,4120,0.54
2904,1048576,625857,625857,100.0
2905,1048576,211791,576,0.27
2906,1048576,366715,79475,21.67
2907,1048576,211668,250,0.12
2908,1048576,18753,18753,100.0
2909,1048576,965481,2147,0.22
2910,1048576,1048576,263,0.03
2911,1048576,1020694,12391,1.21
2912,1048576,296728,296728,100.0
2913,1048576,281974,6961,2.47
2914,1048576,900903,9407,1.04
2915,1048576,306085,246,0.08
2916,1048576,684934,684934,100.0
2917,1048576,973063,27666,2.84
2918,932325,918759,939,0.1
2919,1048576,927233,83371,8.99
2920,1048576,161275,258,0.16
2921,1048576,29955,1026,3.43
2922,1048576,218827,103432,47.27
2923,1048576,776689,109230,14.06
2924,1048576,946926,37794,3.99
2925,1048576,887578,37594,4.24
2926,1048576,223824,1677,0.75
2927,1048576,127800,17803,13.93
2928,1048576,918934,13512,1.47
2929,1048576,92689,38560,41.6
2930,1048576,116137,89051,76.68
2931,1048576,968788,17066,1.76
2932,1048576,1027132,609,0.06
2933,1048576,411792,26009,6.32
2934,1048576,712070,1826,0.26
2935,1048576,87914,71358,81.17
2936,1048576,694651,473,0.07
2937,1048576,379910,711,0.19
2938,1048576,273698,1359,0.5
2939,1048576,99966,98931,98.96
2940,1048576,534283,175319,32.81
2941,1048576,789802,789802,100.0
2942,1048576,998339,4163,0.42
2943,1048576,646955,593394,91.72
2944,1048576,772127,340533,44.1
2945,1048576,753567,98362,13.05
2946,1048576,776047,13755,1.77
2947,1048576,424426,257208,60.6
2948,1048576,880841,53215,6.04
2949,1048576,997025,25477,2.56
2950,1048576,940318,11732,1.25
2951,1048576,594292,221533,37.28
2952,1048576,178318,5188,2.91
2953,1048576,750373,750373,100.0
2954,1048576,971058,18044,1.86
2955,1048576,75568,46403,61.41
2956,1048576,1047042,1032663,98.63
2957,1048576,370676,88201,23.79
2958,1048576,279594,393,0.14
2959,1048576,517549,161,0.03
2960,1048576,272308,21674,7.96
2961,1048576,77640,27,0.03
2962,1048575,970889,9002,0.93
2963,1048576,828396,58603,7.07
2964,1048576,1025107,562,0.05
2965,1048576,473521,7788,1.64
2966,1048576,282885,14024,4.96
2967,1048576,812069,142131,17.5
2968,1048576,220223,171571,77.91
2969,1048576,793574,59667,7.52
2970,1048576,851849,65312,7.67
2971,1048576,193239,75589,39.12
2972,1048576,372295,372295,100.0
2973,873523,736807,29053,3.94
2974,1048576,655561,154727,23.6
2975,1048576,619536,4858,0.78
2976,1048576,775813,53805,6.94
2977,1048576,1048576,2608,0.25
2978,1048576,144973,10437,7.2
2979,1048576,35912,28005,77.98
2980,1048576,469700,411966,87.71
2981,1048576,344144,1171,0.34
2982,1048576,134105,134105,100.0
2983,1048576,260610,106104,40.71
2984,1048576,736269,92975,12.63
2985,1048576,840704,840704,100.0
2986,1048576,386766,130789,33.82
2987,754439,740748,63032,8.51
2988,1048576,1031418,104572,10.14
2989,1048576,619180,53864,8.7
2990,1048576,51160,46830,91.54
2991,1048576,1016787,7486,0.74
2992,1048576,962958,116043,12.05
2993,1048576,442644,323,0.07
2994,1048576,894700,894700,100.0
2995,1048576,573050,113273,19.77
2996,1048576,739165,719107,97.29
2997,1048576,672808,287731,42.77
2998,1048576,995074,697,0.07
2999,1048576,791077,621514,78.57
3000,1048576,780484,129291,16.57
3001,1048576,453950,40327,8.88
3002,1048576,877463,1095,0.12
3003,1048576,1004599,1004599,100.0
3004,726724,685119,128748,18.79
3005,1048576,69314,69314,100.0
3006,1048576,221864,92520,41.7
3007,1048576,381883,1323,0.35
3008,1048576,528695,4443,0.84
3009,1048576,260100,242785,93.34
3010,1048576,157005,156413,99.62
3011,785525,618140,60701,9.82
3012,1048576,198277,9203,4.64
3013,1048576,226237,602,0.27
3014,991140,676652,128142,18.94
3015,1048576,968579,43598,4.5
3016,1048576,333881,333881,100.0
3017,1048576,225604,2152,0.95
3018,725022,705772,2925,0.41
3019,1048576,432083,11001,2.55
3020,1048576,873222,25532,2.92
3021,1048576,546111,24191,4.43
3022,1048576,879929,22433,2.55
3023,1048576,1023283,19168,1.87
3024,1048576,493729,493729,100.0
3025,1048576,407033,217715,53.49
3026,1048576,134637,3541,2.63
3027,1048576,479604,35108,7.32
3028,1048576,541516,7158,1.32
3029,1048576,876339,63178,7.21
3030,1048576,324812,622,0.19
3031,1048576,1048576,1048576,100.0
3032,1048576,355174,136037,38.3
3033,1048576,249268,500,0.2
3034,1048576,1047742,1792,0.17
3035,1048576,940379,46822,4.98
3036,1048576,978022,15401,1.57
3037,1048576,195460,160272,82.0
3038,1048576,416341,187982,45.15
3039,1048576,503018,9738,1.94
3040,1048576,330193,5678,1.72
3041,1048576,676605,366687,54.2
3042,1048576,48725,15,0.03
3043,1048576,975320,450310,46.17
3044,813258,811883,786299,96.85
3045,1048576,943628,104538,11.08
3046,1048576,870516,870516,100.0
3047,1048576,161475,1538,0.95
3048,1048576,217951,195931,89.9
3049,1048337,447632,243007,54.29
3050,903102,827670,1457,0.18
3051,1048576,414236,389951,94.14
3052,1048576,398358,4795,1.2
3053,1048576,412251,31587,7.66
3054,1047970,715451,1419,0.2
3055,1048576,1036157,630,0.06
3056,697321,655540,55545,8.47
3057,1048576,766253,1845,0.24
3058,1048576,459996,869,0.19
3059,1048576,552741,486475,88.01
3060,695609,695325,298,0.04
3061,1048576,681742,414273,60.77
3062,1048576,261356,212543,81.32
3063,1048576,627273,627273,100.0
3064,1048576,411010,2345,0.57
3065,1048576,242450,206069,84.99
3066,1048576,932178,74391,7.98
3067,1048576,373780,4954,1.33
3068,1048576,134911,5222,3.87
3069,840732,576830,14651,2.54
3070,1048576,212170,212170,100.0
3071,1048576,463226,69797,15.07
3072,1048576,610759,557502,91.28
3073,1048576,942425,79165,8.4
3074,1048576,888769,5637,0.63
3075,1048576,822275,822275,100.0
3076,1048576,157414,25799,16.39
3077,1048576,345555,315527,91.31
3078,1048576,982161,3511,0.36
3079,1048576,676845,347384,51.32
3080,1048576,622309,11790,1.89
3081,1048576,1022281,32923,3.22
3082,1048576,117556,0,0.0
3083,1048576,503786,1168,0.23
3084,1048576,180667,518,0.29
3085,1048576,914474,83117,9.09
3086,1048576,278282,6395,2.3
3087,1048576,605943,605943,100.0
3088,1048576,500124,26160,5.23
3089,1048576,716252,637964,89.07
3090,1048576,821742,25932,3.16
3091,1048576,422450,39433,9.33
3092,1048576,1048028,4949,0.47
3093,1048576,926505,922292,99.55
3094,1048576,958972,22424,2.34
3095,1048576,636008,495794,77.95
3096,697176,415446,30058,7.24
3097,1048576,510167,455484,89.28
3098,1048576,952731,4492,0.47
3099,1048576,627817,1175,0.19
3100,638406,336629,89101,26.47
3101,1048576,792706,675347,85.2
3102,1048576,401958,10870,2.7
3103,1048576,442557,33794,7.64
3104,1048576,934035,1710,0.18
3105,1048576,424605,54649,12.87
3106,1048576,286568,286568,100.0
3107,1048576,884319,873587,98.79
3108,1048576,441258,410280,92.98
3109,1048576,955644,119835,12.54
3110,1048576,893654,110445,12.36
3111,1048576,792627,739409,93.29
3112,1048576,764208,14414,1.89
3113,1048576,668896,228223,34.12
3114,1048576,675899,23819,3.52
3115,1048576,420180,420180,100.0
3116,1048576,812071,74575,9.18
3117,1048576,904124,1641,0.18
3118,1048576,197923,197923,100.0
3119,1048576,540330,8395,1.55
3120,1048576,547723,9782,1.79
3121,1048576,512570,7308,1.43
3122,1048576,799496,130201,16.29
3123,752599,606398,57433,9.47
3124,1048576,443198,3266,0.74
3125,1048576,140141,124,0.09
3126,1048576,403859,403859,100.0
3127,1048576,689675,689675,100.0
3128,1048576,922732,66567,7.21
3129,1048576,900932,54991,6.1
3130,1048576,1040603,1040603,100.0
3131,1048576,968779,61858,6.39
3132,1048576,272613,5611,2.06
3133,1048576,492790,491223,99.68
3134,1048576,79624,30658,38.5
3135,1048576,587299,391,0.07
3136,1048576,369980,36247,9.8
3137,1048576,751521,2431,0.32
3138,1048576,981212,29488,3.01
3139,1048576,57908,50297,86.86
3140,1048576,449429,707,0.16
3141,1048576,833368,167738,20.13
3142,1048576,424261,379,0.09
3143,1048568,949168,84658,8.92
3144,1048576,959391,9703,1.01
3145,1048576,454249,492,0.11
3146,1048576,858590,712005,82.93
3147,1048576,1020996,5955,0.58
3148,1048576,443805,6288,1.42
3149,1048576,970639,24700,2.54
3150,1048576,1011027,10969,1.08
3151,1048576,187194,102926,54.98
3152,1048576,949061,73623,7.76
3153,1047863,375350,63,0.02
3154,1048576,712407,180431,25.33
3155,1048576,987708,240,0.02
3156,1048576,637017,15850,2.49
3157,1048576,277176,27588,9.95
3158,1048576,704968,18012,2.56
3159,1048576,426861,293853,68.84
3160,1048576,1002213,4096,0.41
3161,1048576,330431,21418,6.48
3162,1048576,225083,152165,67.6
3163,1048576,612752,604492,98.65
3164,1048576,488553,10637,2.18
3165,1048576,1041630,3011,0.29
3166,1048576,466859,186111,39.86
3167,1048576,956846,1215,0.13
3168,1048576,646929,371791,57.47
3169,1048576,1039910,678,0.07
3170,1048576,372715,1387,0.37
3171,1048576,813569,617649,75.92
3172,1048488,754142,724694,96.1
3173,1048576,466441,271477,58.2
3174,1048576,900098,25128,2.79
3175,1048576,898188,898188,100.0
3176,1048576,908262,27803,3.06
3177,1048575,1041908,4914,0.47
3178,1048576,624775,1038,0.17
3179,1048576,924824,459220,49.65
3180,1048576,891009,34925,3.92
3181,1048576,375912,2398,0.64
3182,1048576,921881,3905,0.42
3183,1048576,322651,303522,94.07
3184,1048576,419615,588,0.14
3185,1048576,908306,33844,3.73
3186,1048576,542380,271224,50.01
3187,1048576,956616,924673,96.66
3188,1048576,277640,265261,95.54
3189,1048576,872641,74248,8.51
3190,1048576,527675,527675,100.0
3191,1048576,496118,456,0.09
3192,1048576,803595,215431,26.81
3193,1020548,758416,104397,13.77
3194,1048576,789028,1409,0.18
3195,872087,815021,829,0.1
3196,1048576,215863,23281,10.79
3197,1048576,979174,48830,4.99
3198,1048576,340163,70007,20.58
3199,1048576,741464,123033,16.59
3200,1048576,122575,7036,5.74
3201,1048576,904414,61695,6.82
3202,1048576,1002188,34946,3.49
3203,1048576,936392,13942,1.49
3204,1048576,441798,428182,96.92
3205,1048576,917935,9934,1.08
3206,1048576,561179,79463,14.16
3207,1048576,742752,10392,1.4
3208,1048576,249939,6474,2.59
3209,1048576,824522,47892,5.81
3210,1048576,1048576,1048576,100.0
3211,1048576,693937,5088,0.73
3212,1048576,875052,77569,8.86
3213,1048576,371390,243549,65.58
3214,1048576,972462,15448,1.59
3215,1048576,920690,96369,10.47
3216,1048576,540202,528412,97.82
3217,1048576,844946,103178,12.21
3218,1048576,483318,6006,1.24
3219,1048576,266323,161718,60.72
3220,1048576,240598,128699,53.49
3221,1048576,1009028,571,0.06
3222,1048576,590491,21163,3.58
3223,1048576,678821,2386,0.35
3224,1048576,140100,140100,100.0
3225,1048576,170100,107341,63.1
3226,1048576,427495,17719,4.14
3227,1048576,506225,1414,0.28
3228,1048576,814042,28750,3.53
3229,1048576,426033,232171,54.5
3230,1048576,193075,11041,5.72
3231,1048576,570919,62841,11.01
3232,1048576,841026,178792,21.26
3233,1048576,700396,152807,21.82
3234,1048576,837668,209490,25.01
3235,1048576,124291,7500,6.03
3236,1048576,413611,6775,1.64
3237,1048576,826947,14149,1.71
3238,1048576,793689,120178,15.14
3239,1048576,322691,2466,0.76
3240,1048576,873,873,100.0
3241,1048576,519028,405303,78.09
3242,1048576,1030660,1411,0.14
3243,1048576,621210,1876,0.3
3244,1048576,103031,4972,4.83
3245,1048576,997297,997297,100.0
3246,1048576,57051,53652,94.04
3247,1048576,710267,644248,90.71
3248,1048576,236671,64935,27.44
3249,1048547,942430,14616,1.55
3250,1048576,323738,186291,57.54
3251,1048576,674289,587,0.09
3252,1048576,953730,3981,0.42
3253,1048576,204136,12493,6.12
3254,1048576,523545,347804,66.43
3255,1048576,183881,183881,100.0
3256,1048576,305757,27077,8.86
3257,1048576,834678,79919,9.57
3258,1048576,716935,716935,100.0
3259,1048576,485455,22387,4.61
3260,1048576,755921,673750,89.13
3261,1048576,1018635,25755,2.53
3262,1048496,269954,172869,64.04
3263,814734,718648,1312,0.18
3264,1048576,193184,193184,100.0
3265,1048576,651045,647617,99.47
3266,1048576,109525,15138,13.82
3267,1048576,963500,1436,0.15
3268,1048576,461468,448678,97.23
3269,1048576,429389,19837,4.62
3270,1048576,873003,873003,100.0
3271,1048576,171946,15434,8.98
3272,1048576,902474,52523,5.82
3273,1048576,516541,516541,100.0
3274,1048576,902271,54632,6.05
3275,1048576,701882,77241,11.0
3276,1048576,105679,87510,82.81
3277,1048576,528185,873,0.17
3278,1048485,285024,6000,2.11
3279,1048576,907731,30245,3.33
3280,1048576,156030,7729,4.95
3281,987621,643587,14255,2.21
3282,1048576,864102,83389,9.65
3283,1048576,854853,803327,93.97
3284,1048576,451592,373579,82.72
3285,1048576,1026548,686,0.07
3286,1048576,912435,71134,7.8
3287,1048576,303992,715,0.24
3288,1048576,694031,4120,0.59
3289,1048576,878511,26602,3.03
3290,1048576,719175,23115,3.21
3291,1048576,399944,373260,93.33
3292,1048576,883548,240797,27.25
3293,1048576,778133,3780,0.49
3294,1048576,205542,763,0.37
3295,1048576,741124,741124,100.0
3296,1048576,221555,370,0.17
3297,1048576,733296,118527,16.16
3298,1048576,758952,747231,98.46
3299,811353,635406,22111,3.48
3300,1048576,415990,17974,4.32
3301,1048576,629603,84306,13.39
3302,1048576,452111,3588,0.79
3303,635084,528550,109551,20.73
3304,1048576,888183,90165,10.15
3305,1048576,145017,54683,37.71
3306,1048576,326781,282,0.09
3307,1048576,726800,722444,99.4
3308,1048576,418757,211668,50.55
3309,1048576,44154,10639,24.1
3310,1048576,1006252,47,0.0
3311,756127,600616,83435,13.89
3312,1048576,620033,19822,3.2
3313,1048576,264106,54608,20.68
3314,1048576,751933,613635,81.61
3315,1048576,547639,181,0.03
3316,1048576,794479,62246,7.83
3317,1048576,848623,82147,9.68
3318,1048576,527105,14423,2.74
3319,1048576,618421,10718,1.73
3320,1048576,877088,285109,32.51
3321,1048576,397699,396114,99.6
3322,1048576,265317,295,0.11
3323,1048576,948687,414,0.04
3324,1048576,552057,7379,1.34
3325,1048576,129465,775,0.6
3326,1048576,184809,792,0.43
3327,1048576,226984,424,0.19
3328,1048576,802859,37696,4.7
3329,1048576,509992,4473,0.88
3330,1048576,1000903,1000903,100.0
3331,1048576,943412,29059,3.08
3332,1048576,505529,376440,74.46
3333,1048576,299571,432,0.14
3334,1048576,226997,182976,80.61
3335,1048576,485864,292786,60.26
3336,1048576,760953,119183,15.66
3337,1048576,164356,42221,25.69
3338,1048576,148477,148474,100.0
3339,1048576,330771,264394,79.93
3340,1048576,348784,441,0.13
3341,1048576,472045,384849,81.53
3342,1048576,609826,24710,4.05
3343,1048576,329380,1066,0.32
3344,1048371,656012,1592,0.24
