tile,baseline,ours,delta,changed_pct,fixed,broke,newly_discarded,all_discarded
intersection60,34.15,33.44,-0.71,7.72,4,2191,4509,0
intersection61,55.0,53.17,-1.82,7.5,0,3101,4081,0
intersection62,42.19,54.22,12.03,49.38,29849,1080,1871,0
intersection63,21.88,31.59,9.71,60.33,36568,1166,1470,0
intersection64,47.93,45.89,-2.04,8.93,707,781,723,0
intersection65,34.09,40.75,6.66,38.35,15887,1915,2453,0
intersection66,54.82,62.04,7.21,30.35,17709,546,870,0
intersection67,36.97,46.53,9.56,44.89,21466,996,5278,0
intersection68,26.45,31.3,4.86,35.27,15132,602,7238,0
intersection69,54.96,47.29,-7.67,25.58,11462,2080,2424,0
intersection70,19.07,24.59,5.52,48.35,25476,1247,749,0
intersection71,29.24,22.29,-6.95,11.32,413,4581,1728,0
intersection72,27.89,33.8,5.9,33.5,19143,1736,2285,0
intersection73,32.78,41.74,8.96,47.67,27308,300,708,0
intersection74,29.25,41.83,12.58,62.09,33816,304,606,0
intersection75,30.15,39.79,9.63,45.8,27827,184,588,0
intersection76,28.18,33.01,4.83,43.63,21110,2703,6995,0
intersection77,60.59,60.0,-0.59,6.92,560,1514,3250,0
intersection78,16.05,19.04,2.99,14.23,6226,1226,726,0
intersection79,40.95,45.91,4.95,34.82,16834,297,375,0
intersection80,50.53,50.74,0.21,14.72,2376,1694,2741,0
intersection81,64.14,62.66,-1.48,5.07,547,1081,1295,0
intersection82,51.72,52.93,1.22,13.73,5073,313,248,0
intersection83,54.85,55.18,0.33,11.4,4206,1675,308,0
intersection84,42.97,41.14,-1.84,18.43,5776,1090,543,0
intersection85,44.02,44.05,0.04,4.47,679,488,798,0
intersection86,33.87,41.2,7.32,38.98,23973,380,74,0
intersection87,44.34,54.51,10.18,45.98,28749,68,98,0
intersection88,54.16,56.14,1.98,9.77,4597,442,175,0
intersection89,37.29,52.75,15.46,53.35,33075,158,123,0
intersection90,32.17,32.31,0.15,7.32,2106,42,76,0
intersection91,36.92,43.33,6.41,31.39,19044,637,96,0
intersection92,13.72,17.3,3.58,24.77,10734,64,2269,0
intersection93,34.33,39.35,5.02,31.66,18173,826,292,0
intersection94,54.39,64.0,9.61,32.03,17656,549,1123,0
intersection95,59.38,59.73,0.35,7.53,1603,1654,763,0
intersection96,50.01,50.71,0.7,11.49,3979,514,498,0
intersection97,44.06,55.27,11.21,43.84,25072,302,402,0
intersection98,43.7,43.41,-0.29,5.93,879,805,1585,0
intersection99,21.11,26.71,5.6,40.75,20215,205,896,0
mediumresidential00,22.56,21.74,-0.82,16.92,1132,3456,1631,0
mediumresidential01,19.12,20.59,1.47,17.52,419,1504,406,0
mediumresidential02,22.59,22.95,0.36,21.29,944,1011,2341,0
mediumresidential03,16.06,18.21,2.15,26.6,5112,2839,2031,0
mediumresidential04,22.45,23.18,0.72,8.85,929,904,1825,0
mediumresidential05,25.25,25.11,-0.14,10.91,769,596,2474,0
mediumresidential06,40.69,41.07,0.38,10.24,542,665,3622,0
mediumresidential07,29.25,29.48,0.23,10.31,1596,342,4285,0
mediumresidential08,32.35,31.6,-0.75,13.99,937,714,1231,0
mediumresidential09,28.68,28.98,0.29,15.64,2529,1131,2823,0
mediumresidential10,18.3,18.98,0.68,11.77,2582,1228,1927,0
mediumresidential11,42.53,42.56,0.03,13.29,1929,376,1837,0
mediumresidential12,25.52,25.81,0.29,11.62,1888,981,3325,0
mediumresidential13,34.19,32.21,-1.98,18.79,2042,345,484,0
mediumresidential14,19.98,18.96,-1.02,16.11,1786,320,898,0
mediumresidential15,27.71,27.98,0.27,17.13,1025,637,1634,0
mediumresidential16,28.75,27.96,-0.79,15.39,1746,1562,2604,0
mediumresidential17,33.78,33.38,-0.41,15.07,764,473,1374,0
mediumresidential18,36.9,35.53,-1.36,14.81,2109,1031,1948,0
mediumresidential19,38.99,44.11,5.11,26.88,9815,1051,7053,0
mediumresidential20,45.67,42.82,-2.85,17.41,1758,2488,1433,0
mediumresidential21,26.49,27.06,0.56,18.31,1641,345,1336,0
mediumresidential22,29.69,27.9,-1.79,15.75,1786,504,1827,0
mediumresidential23,44.89,42.87,-2.02,17.94,2712,468,895,0
mediumresidential24,43.13,45.2,2.07,15.41,4895,755,1820,0
mediumresidential25,34.71,34.35,-0.36,16.63,2349,374,2515,0
mediumresidential26,40.09,38.39,-1.7,14.64,1696,1018,1933,0
mediumresidential27,39.83,39.7,-0.13,14.38,2603,1628,3554,0
mediumresidential28,28.05,27.56,-0.49,7.84,804,2365,741,0
mediumresidential29,38.43,41.95,3.51,11.62,3974,659,1131,0
mediumresidential30,27.23,26.8,-0.43,9.56,1231,409,954,0
mediumresidential31,43.36,45.37,2.02,8.07,2193,1287,725,0
mediumresidential32,36.0,35.85,-0.16,7.23,875,864,1525,0
mediumresidential33,32.69,34.83,2.15,16.3,4219,813,4356,0
mediumresidential34,37.32,38.26,0.94,13.04,2909,853,1538,0
mediumresidential35,21.96,25.34,3.38,20.39,10529,352,620,0
mediumresidential36,23.14,32.18,9.05,56.94,33540,551,1664,0
mediumresidential37,38.46,37.66,-0.81,15.71,4035,1582,426,0
mediumresidential38,29.15,35.36,6.21,36.04,19134,592,1420,0
mediumresidential39,37.59,47.95,10.35,43.56,24354,275,669,0
mediumresidential40,41.58,47.27,5.69,20.21,9449,108,110,0
mediumresidential41,37.79,45.91,8.12,44.74,24723,512,1544,0
mediumresidential42,41.02,42.85,1.83,13.72,5403,465,767,0
mediumresidential43,36.23,45.1,8.86,41.11,22669,140,649,0
mediumresidential44,34.11,45.46,11.34,52.5,30949,76,1320,0
mediumresidential45,44.4,45.21,0.8,10.09,3364,279,234,0
mediumresidential46,37.2,44.95,7.76,41.22,18940,386,2173,0
mediumresidential47,38.42,39.92,1.5,16.55,6721,1007,1274,0
mediumresidential48,42.95,39.5,-3.45,15.79,4223,2888,499,0
mediumresidential49,51.09,52.72,1.62,8.84,3258,579,122,0
mediumresidential50,27.32,29.18,1.86,15.63,6131,368,1021,0
mediumresidential51,34.65,36.41,1.76,12.19,3300,969,1709,0
mediumresidential52,45.94,48.71,2.77,11.64,5783,404,289,0
mediumresidential53,46.86,48.04,1.19,9.65,3316,364,338,0
mediumresidential54,42.16,42.6,0.44,13.1,3870,570,863,0
mediumresidential55,29.43,38.23,8.79,49.06,27465,266,1359,0
mediumresidential56,31.47,31.63,0.16,18.87,2762,501,4744,0
mediumresidential57,27.17,26.86,-0.31,20.02,1115,944,5671,0
mediumresidential58,29.09,27.19,-1.9,15.01,51,3396,3639,0
mediumresidential59,30.15,32.53,2.38,14.85,4671,266,1559,0
mediumresidential60,34.3,34.15,-0.15,8.6,699,933,2441,0
mediumresidential61,40.82,40.73,-0.1,10.81,2557,900,1639,0
mediumresidential62,24.3,23.73,-0.58,12.6,1658,1209,2093,0
mediumresidential63,27.36,27.3,-0.06,9.83,1521,522,1364,0
mediumresidential64,34.96,35.71,0.75,11.99,2877,400,1692,0
mediumresidential65,44.99,45.73,0.74,11.91,2805,349,1866,0
mediumresidential66,37.71,38.23,0.52,12.11,2491,849,2418,0
mediumresidential67,38.53,39.35,0.82,9.84,1446,480,2697,0
mediumresidential68,44.52,45.72,1.2,8.92,1802,1023,1405,0
mediumresidential69,32.15,30.08,-2.06,16.09,2048,5329,1921,0
mediumresidential70,30.5,31.73,1.23,9.67,1447,682,3918,0
mediumresidential71,42.42,42.39,-0.03,10.59,1492,1013,1727,0
mediumresidential72,25.37,26.18,0.81,8.31,1494,810,1574,0
mediumresidential73,41.62,43.31,1.69,9.82,2198,593,1809,0
mediumresidential74,40.98,40.97,-0.01,10.32,1225,1575,2417,0
mediumresidential75,30.05,37.14,7.09,25.73,12858,106,773,0
mediumresidential76,40.42,41.35,0.93,9.34,408,784,5348,0
mediumresidential77,39.49,39.87,0.38,8.74,566,1858,4962,0
mediumresidential78,49.8,49.89,0.09,7.51,671,1109,3397,0
mediumresidential79,44.62,45.43,0.81,8.17,1161,776,4078,0
mediumresidential80,51.36,51.65,0.28,10.49,1743,1105,4048,0
mediumresidential81,32.69,32.92,0.23,13.36,1332,1640,2742,0
mediumresidential82,28.25,27.63,-0.62,20.45,1096,3049,2693,0
mediumresidential83,39.71,39.19,-0.52,9.42,650,538,1364,0
mediumresidential84,24.6,25.38,0.78,14.65,1750,807,2196,0
mediumresidential85,22.4,22.73,0.33,20.47,346,1744,6581,0
mediumresidential86,14.2,13.98,-0.22,11.3,1386,671,1589,0
mediumresidential87,26.54,25.39,-1.15,16.01,704,2360,1336,0
mediumresidential88,13.89,14.03,0.14,15.73,410,1183,2956,0
mediumresidential89,28.19,27.3,-0.89,13.18,865,2506,4596,0
mediumresidential90,24.7,24.15,-0.55,13.62,62,3007,7234,0
mediumresidential91,28.66,28.02,-0.63,12.76,141,2171,4779,0
mediumresidential92,41.44,42.52,1.08,14.9,6493,1259,485,0
mediumresidential93,51.62,52.33,0.71,11.3,1002,656,5725,0
mediumresidential94,32.14,31.43,-0.71,8.65,730,936,1452,0
mediumresidential95,36.34,36.83,0.49,7.61,713,455,3187,0
mediumresidential96,47.52,46.51,-1.01,8.85,214,2970,4190,0
mediumresidential97,38.09,42.91,4.83,28.95,14080,624,958,0
mediumresidential98,16.56,15.44,-1.11,24.39,1042,3750,1191,0
mediumresidential99,9.61,14.07,4.45,38.5,11310,3814,1443,0
mobilehomepark00,16.52,16.23,-0.29,18.13,2673,988,1135,0
mobilehomepark01,21.11,18.71,-2.41,40.8,3582,8573,886,0
mobilehomepark02,32.96,35.25,2.29,11.56,4561,347,363,0
mobilehomepark03,22.05,21.89,-0.17,8.59,1193,422,1211,0
mobilehomepark04,16.23,16.03,-0.19,5.62,376,31,820,0
mobilehomepark05,28.82,29.52,0.7,6.66,2511,63,430,0
mobilehomepark06,34.34,35.08,0.74,6.18,1894,70,317,0
mobilehomepark07,21.75,21.86,0.12,6.94,886,13,732,0
mobilehomepark08,26.61,25.62,-0.98,13.72,5425,526,1259,0
mobilehomepark09,32.89,33.92,1.03,8.9,2864,289,1066,0
mobilehomepark10,17.76,18.66,0.9,10.98,2190,0,660,0
mobilehomepark11,13.35,12.61,-0.74,15.28,1067,1,2243,0
mobilehomepark12,26.66,26.76,0.1,12.28,2704,115,246,0
mobilehomepark13,27.47,29.61,2.14,11.24,6263,4,259,0
mobilehomepark14,26.88,29.83,2.95,16.29,8856,16,810,0
mobilehomepark15,29.22,29.79,0.58,9.29,2736,294,403,0
mobilehomepark16,35.44,36.53,1.09,8.76,3241,269,400,0
mobilehomepark17,19.43,18.38,-1.05,12.88,816,19,692,0
mobilehomepark18,20.99,20.56,-0.44,7.96,811,39,1315,0
mobilehomepark19,16.93,16.19,-0.75,9.29,1162,10,1776,0
mobilehomepark20,14.38,14.34,-0.04,9.56,944,2,2148,0
mobilehomepark21,23.58,13.91,-9.67,7.98,1041,90,1876,0
mobilehomepark22,23.33,22.11,-1.22,9.57,1169,93,980,0
mobilehomepark23,22.54,23.47,0.93,8.16,859,28,2149,0
mobilehomepark24,17.63,17.79,0.16,8.49,1131,34,1644,0
mobilehomepark25,14.93,14.39,-0.54,9.99,574,500,435,0
mobilehomepark26,10.81,10.11,-0.69,14.51,191,798,977,0
mobilehomepark27,10.91,10.66,-0.25,16.02,2589,73,1058,0
mobilehomepark28,20.18,19.69,-0.48,15.19,1909,760,3292,0
mobilehomepark29,12.83,14.13,1.3,15.73,2440,850,3520,0
mobilehomepark30,16.58,16.37,-0.21,13.58,1645,437,764,0
mobilehomepark31,19.79,19.66,-0.13,14.13,2420,174,2620,0
mobilehomepark32,22.0,20.02,-1.98,19.69,1508,878,1133,0
mobilehomepark33,19.1,18.6,-0.5,18.21,3615,2490,3549,0
mobilehomepark34,19.96,19.12,-0.84,15.43,1401,1517,1912,0
mobilehomepark35,12.89,12.87,-0.02,12.75,969,688,4662,0
mobilehomepark36,11.71,11.41,-0.3,13.91,829,122,1276,0
mobilehomepark37,14.98,14.65,-0.32,11.74,915,136,2277,0
mobilehomepark38,15.72,15.57,-0.15,12.71,1470,229,2036,0
mobilehomepark39,20.02,19.41,-0.61,10.54,844,376,2400,0
mobilehomepark40,17.37,17.39,0.02,13.91,1648,53,1280,0
mobilehomepark41,16.37,15.53,-0.84,16.09,1195,117,1751,0
mobilehomepark42,21.82,20.86,-0.96,15.15,1169,95,1581,0
mobilehomepark43,15.69,14.68,-1.02,17.06,1351,297,2717,0
mobilehomepark44,13.96,14.17,0.21,14.83,1919,21,3089,0
mobilehomepark45,15.05,15.71,0.66,14.51,1775,93,3446,0
mobilehomepark46,15.55,13.78,-1.77,17.65,558,1028,2364,0
mobilehomepark47,18.67,17.79,-0.88,14.44,1885,396,1654,0
mobilehomepark48,21.33,21.11,-0.22,4.98,291,257,2316,0
mobilehomepark49,21.56,19.76,-1.79,8.94,260,500,2881,0
mobilehomepark50,19.93,19.07,-0.86,3.62,320,154,464,0
mobilehomepark51,18.24,19.62,1.38,3.56,1446,2,368,0
mobilehomepark52,22.33,21.45,-0.89,9.13,463,570,1389,0
mobilehomepark53,23.91,23.16,-0.75,6.93,132,912,3301,0
mobilehomepark54,23.05,20.99,-2.05,10.13,484,986,2316,0
mobilehomepark55,21.16,19.12,-2.04,11.63,266,1005,2255,0
mobilehomepark56,20.89,19.92,-0.97,11.14,459,1268,4519,0
mobilehomepark57,21.35,19.28,-2.07,8.07,501,459,1242,0
mobilehomepark58,20.2,19.63,-0.57,6.92,557,143,1516,0
mobilehomepark59,15.88,15.03,-0.85,8.61,521,205,1874,0
mobilehomepark60,22.58,22.53,-0.05,8.42,971,700,3074,0
mobilehomepark61,20.57,19.75,-0.82,9.19,380,1440,3458,0
mobilehomepark62,17.51,17.05,-0.47,6.55,424,627,1353,0
mobilehomepark63,21.73,20.28,-1.45,12.51,299,2531,6057,0
mobilehomepark64,19.58,18.96,-0.62,10.26,608,808,4150,0
mobilehomepark65,24.78,23.46,-1.31,8.99,216,910,3881,0
mobilehomepark66,27.55,23.98,-3.56,12.79,254,1983,3082,0
mobilehomepark67,19.11,18.57,-0.54,11.48,647,435,3725,0
mobilehomepark68,19.02,16.28,-2.74,16.62,554,1870,2702,0
mobilehomepark69,20.44,18.3,-2.14,12.08,281,1625,3659,0
mobilehomepark70,20.78,18.35,-2.44,12.45,558,534,2126,0
mobilehomepark71,25.11,26.82,1.71,17.51,7611,182,920,0
mobilehomepark72,31.18,30.74,-0.44,17.81,5024,1521,321,0
mobilehomepark73,32.05,34.27,2.21,14.49,5548,556,1775,0
mobilehomepark74,20.22,21.07,0.85,18.45,4191,516,3050,0
mobilehomepark75,13.7,15.35,1.65,21.35,5796,886,237,0
mobilehomepark76,22.04,24.59,2.55,15.67,7484,142,122,0
mobilehomepark77,21.38,26.96,5.58,34.51,17008,78,2777,0
mobilehomepark78,13.96,14.24,0.28,5.17,491,102,321,0
mobilehomepark79,19.74,24.16,4.42,15.06,4035,212,735,0
mobilehomepark80,25.57,23.03,-2.54,13.12,753,1324,3223,0
mobilehomepark81,25.75,23.23,-2.52,9.23,99,1586,4085,0
mobilehomepark82,17.58,13.41,-4.17,16.35,671,402,1500,0
mobilehomepark83,19.94,17.95,-1.99,14.96,1266,55,1401,0
mobilehomepark84,11.79,11.08,-0.72,10.27,1310,327,665,0
mobilehomepark85,11.96,10.99,-0.97,12.74,1370,13,2036,0
mobilehomepark86,9.8,9.45,-0.35,8.63,583,63,1636,0
mobilehomepark87,12.41,12.1,-0.3,12.54,1857,251,2602,0
mobilehomepark88,7.88,8.5,0.61,23.75,2760,6,5539,0
mobilehomepark89,18.27,17.56,-0.71,14.56,1331,202,1872,0
mobilehomepark90,13.26,14.32,1.06,11.74,2914,10,769,0
mobilehomepark91,19.52,20.47,0.95,12.59,2879,84,2134,0
mobilehomepark92,14.57,14.53,-0.04,11.64,2218,21,2518,0
mobilehomepark93,8.49,8.23,-0.26,18.61,2039,1,6237,0
mobilehomepark94,24.54,24.21,-0.33,7.24,587,35,2188,0
mobilehomepark95,23.19,21.61,-1.57,9.92,449,24,108,0
mobilehomepark96,24.58,21.76,-2.82,15.87,303,1524,576,0
mobilehomepark97,19.7,19.4,-0.3,7.37,377,453,355,0
mobilehomepark98,19.75,18.81,-0.94,12.3,988,760,851,0
mobilehomepark99,14.75,18.74,3.99,21.58,5937,1484,3901,0
overpass00,45.89,48.92,3.03,13.73,3402,2468,4200,0
overpass01,46.67,42.95,-3.72,7.92,1042,2578,2088,0
overpass02,18.23,38.9,20.67,77.87,46673,44,62,0
overpass03,40.08,40.81,0.73,3.39,1704,71,166,0
overpass04,24.86,34.28,9.42,13.01,8303,20,57,0
overpass05,24.5,39.47,14.97,45.9,27913,6,10,0
overpass06,40.82,51.96,11.14,18.21,10466,396,192,0
overpass07,49.53,57.54,8.02,15.62,10033,12,31,0
overpass08,17.64,25.71,8.07,74.45,11307,2,34891,0
overpass09,42.26,59.29,17.04,17.38,11008,36,14,0
overpass10,30.98,22.87,-8.1,6.74,51,3429,137,0
overpass11,30.74,34.03,3.29,11.9,2839,727,4480,0
overpass12,38.52,31.89,-6.63,13.03,2610,3913,538,0
overpass13,32.22,34.99,2.77,21.32,4840,2939,2302,0
overpass14,25.59,35.75,10.16,19.99,6363,685,3042,0
overpass15,29.31,27.52,-1.79,22.18,4294,934,9915,0
overpass16,64.34,63.73,-0.61,3.85,947,758,1309,0
overpass17,45.33,45.2,-0.13,3.15,160,301,408,0
overpass18,43.4,43.4,-0.0,4.88,1520,585,1560,0
overpass19,54.58,54.92,0.34,7.33,2820,1129,1906,0
overpass20,34.07,43.42,9.35,81.15,51194,1508,1630,0
overpass21,82.02,80.21,-1.82,1.28,116,499,615,0
overpass22,26.66,25.75,-0.91,32.09,12034,5076,2727,0
overpass23,32.73,31.79,-0.95,20.18,836,458,8234,0
overpass24,29.76,24.63,-5.13,47.85,4448,14307,50,0
overpass25,35.59,26.76,-8.83,40.93,56,18184,3461,0
overpass26,34.57,36.42,1.85,7.3,4472,11,84,0
overpass27,14.74,16.34,1.6,23.25,4060,109,149,0
overpass28,16.5,15.83,-0.67,18.62,2290,4033,5,0
overpass29,21.04,21.38,0.33,13.39,2414,992,429,0
overpass30,44.14,45.09,0.95,5.08,1995,494,245,0
overpass31,47.35,46.74,-0.61,9.92,361,1207,5277,0
overpass32,43.81,40.48,-3.33,12.77,793,2742,486,0
overpass33,51.07,51.08,0.01,8.97,4190,915,774,0
overpass34,49.96,44.48,-5.48,14.31,55,7176,1959,0
overpass35,30.44,31.12,0.68,5.12,2001,149,999,0
overpass36,63.15,48.12,-15.03,21.25,25,13056,378,0
overpass37,34.32,29.24,-5.07,11.1,287,5540,473,0
overpass38,39.79,39.27,-0.52,1.53,87,475,758,0
overpass39,41.87,48.59,6.72,10.95,5775,399,1236,0
overpass40,40.53,48.81,8.27,21.2,12605,171,895,0
overpass41,30.52,29.52,-0.99,61.47,224,3214,5921,0
overpass42,34.72,52.9,18.18,63.46,36993,538,2815,0
overpass43,28.33,39.35,11.02,59.03,24707,183,1222,0
overpass44,48.59,49.9,1.31,10.78,4354,1043,2515,0
overpass45,42.37,42.05,-0.32,1.47,184,228,414,0
overpass46,45.27,46.28,1.01,4.59,1759,640,1033,0
overpass47,29.03,45.13,16.1,55.25,31882,545,2861,0
overpass48,44.21,50.33,6.12,32.55,18634,1340,522,0
overpass49,42.72,44.47,1.75,8.63,5330,84,165,0
overpass50,56.13,55.98,-0.15,1.56,441,357,510,0
overpass51,34.8,50.13,15.32,42.78,24158,708,2877,0
overpass52,23.45,24.46,1.01,7.36,3436,585,968,0
overpass53,47.57,48.68,1.11,15.52,3686,2149,659,0
overpass54,38.79,42.69,3.9,6.23,3208,130,403,0
overpass55,44.99,46.36,1.37,10.68,372,533,953,0
overpass56,57.41,49.59,-7.82,4.31,1745,927,911,0
overpass57,18.47,37.17,18.7,84.75,49726,184,258,0
overpass58,8.9,29.09,20.2,91.87,56644,106,207,0
overpass59,37.4,36.7,-0.7,12.57,5684,1563,560,0
overpass60,37.56,38.46,0.91,9.58,1812,460,805,0
overpass61,34.76,37.23,2.47,44.81,8252,2921,211,0
overpass62,29.46,28.34,-1.12,37.83,326,2322,98,0
overpass63,50.29,49.56,-0.73,1.48,96,373,437,0
overpass64,36.87,36.42,-0.45,3.66,133,916,2077,0
overpass65,28.99,28.66,-0.33,37.8,510,328,4046,0
overpass66,26.71,37.19,10.48,45.49,23006,127,6191,0
overpass67,35.79,49.22,13.43,58.39,30676,590,64,0
overpass68,37.02,31.19,-5.82,27.41,6212,5952,21,0
overpass69,33.56,45.25,11.7,32.97,13758,1069,183,0
overpass70,28.17,27.75,-0.42,72.18,217,340,763,0
overpass71,49.69,38.31,-11.37,30.6,350,4230,46,0
overpass72,28.72,26.74,-1.98,27.08,118,4286,246,0
overpass73,33.96,40.99,7.03,21.39,12314,293,79,0
overpass74,31.98,40.48,8.5,68.45,42452,1148,128,0
overpass75,33.26,36.19,2.94,13.55,7383,56,60,0
overpass76,63.02,50.89,-12.13,8.25,984,3160,242,0
overpass77,13.45,22.86,9.41,69.34,30740,282,247,0
overpass78,23.82,42.69,18.87,76.82,39051,233,16,0
overpass79,49.2,51.59,2.39,67.93,35043,6793,110,0
overpass80,45.94,40.32,-5.62,15.37,576,5122,777,0
overpass81,28.2,22.03,-6.16,54.64,4328,14013,578,0
overpass82,10.75,22.58,11.84,65.09,19326,99,8356,0
overpass83,32.06,31.04,-1.01,6.33,1274,2255,487,0
overpass84,29.37,34.1,4.73,24.5,4860,2379,7558,0
overpass85,22.71,31.95,9.24,34.04,13870,6349,1462,0
overpass86,33.62,43.71,10.08,56.72,17147,822,6755,0
overpass87,28.39,27.98,-0.42,2.6,48,263,280,0
overpass88,24.49,36.16,11.67,72.15,30209,1596,5175,0
overpass89,23.56,38.16,14.6,77.3,34419,378,8802,0
overpass90,17.8,16.12,-1.68,11.02,913,3030,2157,0
overpass91,44.32,36.61,-7.71,22.18,290,8363,356,0
overpass92,25.98,32.56,6.58,67.77,17107,2968,164,0
overpass93,53.98,41.95,-12.03,10.84,296,6407,432,0
overpass94,33.04,19.77,-13.28,22.75,116,14054,435,0
overpass95,30.58,30.59,0.02,10.46,368,46,6092,0
overpass96,17.05,17.36,0.31,40.08,1636,74,125,0
overpass97,37.65,50.72,13.06,62.08,40149,242,332,0
overpass98,35.42,41.86,6.44,25.94,16395,115,379,0
overpass99,23.54,24.58,1.04,3.06,1651,37,113,0
parkinglot00,41.88,40.89,-0.99,2.64,252,870,1298,0
parkinglot01,48.81,49.01,0.21,3.48,6,935,2271,0
parkinglot02,36.16,36.06,-0.1,6.71,2,2023,4387,0
parkinglot03,59.94,59.25,-0.68,2.58,2,1042,1687,0
parkinglot04,59.28,59.46,0.18,3.04,4,830,1976,0
parkinglot05,44.66,44.84,0.17,3.63,91,773,2050,0
parkinglot06,53.8,53.77,-0.03,3.97,91,1286,2442,0
parkinglot07,42.99,42.53,-0.46,3.3,141,1412,1942,0
parkinglot08,38.6,38.99,0.39,2.96,46,668,1799,0
parkinglot09,51.42,51.94,0.52,3.45,21,761,1980,0
parkinglot10,35.64,35.36,-0.28,3.45,33,905,2203,0
parkinglot11,33.12,32.79,-0.33,10.68,31,1606,6816,0
parkinglot12,59.29,59.05,-0.24,2.04,11,746,1294,0
parkinglot13,89.85,89.46,-0.39,1.66,10,638,1020,0
parkinglot14,47.86,52.75,4.89,11.69,1181,1952,5850,0
parkinglot15,85.31,85.23,-0.08,3.59,8,1110,2334,0
parkinglot16,88.39,87.31,-1.08,3.37,7,1279,2047,0
parkinglot17,60.02,59.27,-0.75,2.66,3,1187,1735,0
parkinglot18,14.82,14.82,-0.0,2.17,363,47,643,0
parkinglot19,43.33,42.71,-0.62,1.7,34,546,940,0
parkinglot20,66.23,64.78,-1.45,5.96,57,2886,3808,0
parkinglot21,52.57,50.67,-1.9,6.86,10,3571,4476,0
parkinglot22,93.16,91.41,-1.74,1.57,9,795,1020,0
parkinglot23,88.46,86.36,-2.1,3.7,3,1624,2423,0
parkinglot24,42.75,41.96,-0.79,4.42,221,1851,2627,0
parkinglot25,56.87,57.87,1.0,2.31,352,348,844,0
parkinglot26,82.58,79.44,-3.14,3.57,2,1817,2309,0
parkinglot27,82.54,79.2,-3.34,4.2,2,2294,2753,0
parkinglot28,59.26,56.73,-2.53,6.97,0,3778,4558,0
parkinglot29,87.23,76.61,-10.62,6.54,3,3639,4279,0
parkinglot30,55.08,53.53,-1.55,4.01,5,1970,2446,0
parkinglot31,43.02,41.63,-1.39,7.81,90,3282,4352,0
parkinglot32,54.16,53.12,-1.04,2.33,37,1104,1413,0
parkinglot33,57.19,54.68,-2.5,5.56,169,2818,3368,0
parkinglot34,79.63,77.36,-2.27,5.59,1839,1199,1629,0
parkinglot35,61.49,60.19,-1.3,7.71,161,592,926,0
parkinglot36,61.91,60.72,-1.18,3.29,2,1518,2107,0
parkinglot37,33.38,29.73,-3.65,22.18,15,10045,2450,0
parkinglot38,88.92,86.62,-2.3,4.35,1,2092,2847,0
parkinglot39,32.08,30.26,-1.82,5.06,139,1529,1259,0
parkinglot40,41.72,38.94,-2.78,8.24,230,2838,3574,0
parkinglot41,42.99,35.04,-7.95,6.96,510,3320,2585,0
parkinglot42,43.36,42.17,-1.19,4.47,6,2296,2913,0
parkinglot43,78.74,74.95,-3.79,5.09,0,2820,3339,0
parkinglot44,66.26,64.47,-1.8,3.61,80,1646,2091,0
parkinglot45,69.96,67.66,-2.3,6.13,144,2998,3638,0
parkinglot46,75.35,73.48,-1.88,6.18,66,2983,3725,0
parkinglot47,63.96,61.33,-2.64,6.98,34,3105,2376,0
parkinglot48,44.86,44.23,-0.64,3.33,268,891,1330,0
parkinglot49,50.32,41.32,-9.0,11.08,1995,4665,994,0
parkinglot50,82.14,80.89,-1.25,2.12,10,1066,1368,0
parkinglot51,45.35,44.69,-0.66,2.86,1,1356,1861,0
parkinglot52,34.14,32.82,-1.31,3.13,6,1065,1357,0
parkinglot53,47.27,46.77,-0.5,4.79,690,1929,2426,0
parkinglot54,46.75,46.07,-0.68,2.2,70,879,1339,0
parkinglot55,43.29,39.59,-3.71,4.81,54,2260,2272,0
parkinglot56,49.09,46.68,-2.41,7.45,192,1862,2814,0
parkinglot57,42.87,41.95,-0.92,4.85,41,1969,3006,0
parkinglot58,51.57,50.82,-0.76,2.34,136,891,1222,0
parkinglot59,87.01,85.3,-1.72,2.5,8,1226,1625,0
parkinglot60,36.3,35.83,-0.47,2.51,30,871,1573,0
parkinglot61,58.08,55.6,-2.48,7.23,49,1368,2196,0
parkinglot62,43.88,42.66,-1.23,5.02,179,2136,2573,0
parkinglot63,38.61,38.51,-0.11,7.73,650,905,3590,0
parkinglot64,39.09,39.18,0.09,2.66,155,721,1550,0
parkinglot65,41.24,40.19,-1.05,2.93,106,799,990,0
parkinglot66,52.1,50.56,-1.55,2.41,12,1189,1555,0
parkinglot67,52.77,50.9,-1.87,5.25,4,2695,3432,0
parkinglot68,44.93,43.94,-0.99,4.45,1,2104,2908,0
parkinglot69,34.59,33.7,-0.89,3.57,7,1670,2295,0
parkinglot70,53.68,53.03,-0.65,1.7,51,250,402,0
parkinglot71,92.75,90.57,-2.18,4.63,83,2201,2928,0
parkinglot72,36.2,35.88,-0.32,3.02,27,1162,1936,0
parkinglot73,34.88,34.1,-0.79,3.61,105,1566,2068,0
parkinglot74,28.45,27.83,-0.62,5.27,29,2222,3416,0
parkinglot75,42.69,40.99,-1.7,5.61,12,2901,3653,0
parkinglot76,44.44,43.21,-1.23,3.85,59,1667,2183,0
parkinglot77,43.23,42.24,-0.99,3.9,220,1574,2326,0
parkinglot78,86.19,84.98,-1.21,4.62,73,1889,2872,0
parkinglot79,58.78,55.93,-2.85,7.06,2,3720,4627,0
