tile,baseline,ours,delta,changed_pct,fixed,broke,newly_discarded,all_discarded
baseballdiamond65,15.61,22.48,6.87,30.33,15743,1058,2806,0
baseballdiamond66,0.05,24.87,24.82,88.63,56351,31,801,0
baseballdiamond67,3.69,23.84,20.15,14.31,8384,0,592,0
baseballdiamond68,4.89,53.85,48.96,70.14,45393,0,313,0
baseballdiamond69,2.85,15.86,13.01,14.49,7760,37,340,0
baseballdiamond70,0.0,21.1,21.1,24.45,14096,0,1321,0
baseballdiamond71,12.19,35.13,22.93,89.43,55792,87,2645,0
baseballdiamond72,28.29,54.03,25.74,88.44,55004,91,2649,0
baseballdiamond73,0.01,28.4,28.39,87.25,56876,19,230,0
baseballdiamond74,16.13,32.68,16.55,91.54,57519,356,2183,0
baseballdiamond75,7.56,18.04,10.48,13.29,7310,1,653,0
baseballdiamond76,0.0,18.93,18.93,24.85,14839,0,107,0
baseballdiamond77,17.45,39.06,21.62,79.12,48282,32,793,0
baseballdiamond78,55.41,50.23,-5.18,14.38,2032,127,1259,0
baseballdiamond79,11.59,26.69,15.1,66.69,39650,28,2536,0
baseballdiamond80,38.27,60.49,22.22,59.12,35941,228,1268,0
baseballdiamond81,38.3,48.02,9.71,50.38,25010,375,7250,0
baseballdiamond82,18.13,18.58,0.46,26.43,5807,1022,9620,0
baseballdiamond83,0.05,20.94,20.89,55.22,33627,94,1912,0
baseballdiamond84,2.15,35.29,33.14,84.34,54450,37,456,0
baseballdiamond85,12.08,22.81,10.74,39.46,25182,2,590,0
baseballdiamond86,8.13,21.04,12.91,79.52,38929,207,976,0
baseballdiamond87,24.83,33.55,8.72,61.42,37140,596,2912,0
baseballdiamond88,13.62,50.79,37.16,77.13,40270,216,9839,0
baseballdiamond89,39.05,53.89,14.84,61.04,36249,62,2399,0
baseballdiamond90,4.25,14.36,10.12,14.16,4457,0,540,0
baseballdiamond91,25.36,44.18,18.81,46.72,27665,53,2627,0
baseballdiamond92,17.29,32.36,15.07,68.03,37550,436,3756,0
baseballdiamond93,19.68,31.49,11.8,57.71,30799,283,960,0
baseballdiamond94,8.16,8.5,0.34,7.06,434,86,449,0
baseballdiamond95,27.19,44.24,17.05,59.8,31881,115,6628,0
baseballdiamond96,23.06,32.01,8.95,56.6,26129,1171,9024,0
baseballdiamond97,2.5,8.58,6.07,58.5,27952,509,10121,0
baseballdiamond98,7.92,14.41,6.49,70.87,29866,536,10034,0
baseballdiamond99,14.72,29.0,14.28,72.92,35910,91,11259,0
beach00,95.32,95.99,0.67,0.61,223,72,162,0
beach01,66.27,66.16,-0.1,0.24,3,123,151,0
beach02,99.57,99.53,-0.04,0.18,3,80,111,0
beach03,66.35,66.38,0.04,0.26,31,58,138,0
beach04,99.08,99.1,0.02,0.23,10,77,138,0
beach05,99.69,99.66,-0.04,0.19,8,78,113,0
beach06,39.08,44.53,5.45,8.85,5535,254,194,0
beach07,66.1,66.13,0.02,0.31,21,93,179,0
beach08,61.68,66.34,4.66,9.27,5921,61,150,0
beach09,65.15,65.12,-0.04,0.95,325,184,160,0
beach10,99.4,99.42,0.02,0.23,23,79,119,0
beach11,46.96,47.47,0.51,1.29,638,127,199,0
beach12,99.34,99.37,0.04,0.37,14,102,227,0
beach13,21.0,19.34,-1.66,22.85,269,3190,14292,0
beach14,30.16,30.08,-0.08,22.04,1579,107,11145,0
beach15,44.8,48.13,3.33,6.17,3554,76,488,0
beach16,97.13,96.8,-0.33,0.41,63,204,65,0
beach17,32.75,32.67,-0.08,2.19,796,582,272,0
beach18,64.49,64.85,0.36,1.16,191,238,526,0
beach19,51.95,54.49,2.54,3.47,1080,76,1164,0
beach20,42.73,43.5,0.77,1.36,128,301,756,0
beach21,20.47,20.88,0.41,22.5,47,731,14599,0
beach22,26.07,49.58,23.5,44.08,23713,262,5112,0
beach23,19.59,21.14,1.55,4.77,2185,633,890,0
beach24,49.39,49.27,-0.13,0.44,5,215,115,0
beach25,43.11,43.11,0.01,1.39,347,376,560,0
beach26,40.43,41.72,1.29,7.67,3695,1327,27,0
beach27,29.44,30.36,0.92,31.51,9089,10680,11559,0
beach28,18.46,29.42,10.96,56.16,23416,1339,10254,0
beach29,63.75,64.62,0.87,2.15,1230,93,163,0
beach30,57.55,56.88,-0.67,1.1,72,119,404,0
beach31,34.95,49.39,14.44,37.05,24031,205,113,0
beach32,33.69,34.84,1.15,2.28,1374,41,120,0
beach33,63.61,63.37,-0.25,0.56,143,211,119,0
beach34,35.18,33.25,-1.94,1.94,68,1002,966,0
beach35,26.78,25.78,-1.0,41.56,443,1959,26467,0
beach36,53.69,54.58,0.89,2.13,1071,152,321,0
beach37,98.02,98.58,0.56,0.44,184,66,99,0
beach38,98.05,98.4,0.36,0.45,44,35,247,0
beach39,19.74,22.85,3.11,23.69,13738,1434,363,0
beach40,37.11,36.26,-0.86,2.04,1,1227,361,0
beach41,39.22,39.12,-0.1,2.29,652,485,461,0
beach42,48.19,56.37,8.18,39.81,25438,320,489,0
beach43,99.19,99.38,0.19,0.33,13,36,203,0
beach44,59.64,64.23,4.59,8.18,5189,110,159,0
beach45,98.81,98.86,0.05,0.34,17,98,197,0
beach46,56.49,65.67,9.17,18.21,11795,85,140,0
beach47,99.49,99.57,0.08,0.36,4,90,232,0
beach48,98.36,98.55,0.2,0.39,44,86,209,0
beach49,58.8,65.46,6.67,15.89,10124,108,279,0
beach50,99.4,99.5,0.1,0.28,11,59,168,0
beach51,37.28,35.27,-2.02,2.85,67,1737,1482,0
beach52,32.23,34.36,2.13,5.11,2844,506,376,0
beach53,32.51,33.97,1.46,6.95,2551,981,1887,0
beach54,26.23,24.53,-1.7,21.24,161,4878,13754,0
beach55,49.71,59.23,9.52,22.07,13812,205,651,0
beach56,16.66,15.17,-1.49,3.17,47,1658,1009,0
beach57,35.77,36.09,0.32,2.92,9,179,1879,0
beach58,44.83,44.28,-0.54,1.08,21,576,395,0
beach59,48.47,49.13,0.65,2.7,1480,157,273,0
beach60,26.23,27.45,1.22,79.72,4316,1679,47926,0
beach61,32.6,32.79,0.18,76.32,108,4,49890,0
beach62,0.0,0.0,-0.0,99.71,0,2,56987,0
beach63,19.33,20.25,0.92,3.02,1690,99,285,0
beach64,0.07,0.0,-0.07,31.9,0,173,20760,0
beach65,13.64,0.0,-13.64,91.51,0,43491,59949,0
beach66,16.19,0.05,-16.14,20.85,0,6310,6470,0
beach67,0.0,0.0,-0.0,0.76,0,2,495,0
beach68,0.09,0.1,0.01,0.34,38,14,165,0
beach69,0.0,0.0,-0.0,100.0,0,1,65535,1
beach70,0.05,0.0,-0.05,16.15,0,87,10586,0
beach71,0.0,0.0,0.0,99.99,0,0,65527,1
beach72,0.0,0.0,-0.0,4.36,0,4,2857,0
beach73,37.65,59.08,21.43,46.7,29953,645,474,0
beach74,57.06,60.58,3.52,9.38,5693,341,328,0
beach75,65.0,64.17,-0.83,1.9,167,940,691,0
beach76,45.25,56.69,11.44,25.48,15990,692,380,0
beach77,20.32,28.12,7.81,25.6,16184,447,380,0
beach78,34.41,35.16,0.75,1.7,875,182,207,0
beach79,42.62,47.06,4.44,7.89,5107,39,51,0
beach80,49.29,51.64,2.35,4.64,2972,53,54,0
beach81,40.32,44.4,4.08,9.01,5736,46,143,0
beach82,23.97,24.12,0.15,2.31,482,103,566,0
beach83,50.66,50.69,0.02,0.28,53,85,79,0
beach84,51.77,51.55,-0.22,1.2,264,432,339,0
beach85,65.72,65.72,0.0,0.29,33,94,141,0
beach86,99.1,98.77,-0.33,0.36,6,213,181,0
beach87,65.53,65.22,-0.3,0.54,13,304,299,0
beach88,65.93,65.49,-0.44,0.68,21,400,397,0
beach89,59.62,64.9,5.28,13.67,7236,1662,1719,0
beach90,99.1,98.77,-0.33,0.42,6,241,251,0
beach91,39.69,39.09,-0.6,2.44,33,1336,1454,0
beach92,49.61,49.54,-0.07,0.51,12,164,207,0
beach93,13.69,8.3,-5.39,44.43,0,5,5413,0
beach94,24.83,24.74,-0.09,76.97,0,206,41415,0
beach95,24.84,24.77,-0.07,0.72,19,109,450,0
beach96,32.84,32.74,-0.1,41.53,0,125,27220,0
beach97,19.57,19.45,-0.12,67.32,0,133,44060,0
beach98,24.27,24.31,0.04,72.72,0,4,47646,0
beach99,31.86,31.91,0.04,8.33,97,1,5273,0
buildings00,28.83,26.8,-2.03,18.86,687,5614,5374,0
buildings01,20.35,20.85,0.5,4.8,1467,1559,232,0
buildings02,28.33,27.25,-1.08,15.44,2813,1503,2188,0
buildings03,30.49,33.49,3.01,11.75,1089,1896,5565,0
buildings04,17.34,17.19,-0.15,5.69,908,2408,1016,0
buildings05,24.28,22.51,-1.76,11.98,164,3375,4918,0
buildings06,49.59,47.92,-1.68,5.22,299,1928,708,0
buildings07,32.94,31.85,-1.09,1.96,77,989,671,0
buildings08,56.93,50.94,-5.99,11.7,900,6250,531,0
buildings09,30.27,30.82,0.55,4.83,813,1074,1714,0
buildings10,40.35,39.14,-1.22,2.87,145,1620,485,0
buildings11,41.07,40.95,-0.12,17.71,890,3862,8243,0
buildings12,28.38,27.75,-0.63,15.27,525,7803,1642,0
buildings13,47.28,47.5,0.22,5.29,875,1131,1707,0
buildings14,48.3,45.93,-2.37,4.32,215,2233,765,0
buildings15,20.79,21.25,0.46,11.46,160,708,6460,0
buildings16,19.49,19.07,-0.42,10.03,65,1582,6108,0
buildings17,31.73,29.59,-2.14,4.78,75,2725,1525,0
buildings18,28.62,30.04,1.42,8.25,475,357,4793,0
buildings19,30.0,28.42,-1.58,8.82,226,4345,4396,0
buildings20,22.0,21.4,-0.6,6.03,76,2452,1244,0
buildings21,29.86,29.81,-0.05,2.07,79,902,656,0
buildings22,22.47,23.24,0.77,9.22,518,2492,3502,0
buildings23,14.09,13.65,-0.44,10.1,0,1712,244,0
buildings24,25.89,25.74,-0.15,1.27,13,546,774,0
buildings25,13.08,12.31,-0.77,1.59,12,862,200,0
buildings26,40.39,40.48,0.08,8.57,1656,1358,502,0
buildings27,21.43,21.22,-0.21,6.22,251,1432,3285,0
buildings28,47.97,40.77,-7.19,14.4,561,7563,929,0
buildings29,26.65,28.35,1.7,3.37,1463,490,405,0
buildings30,43.62,45.86,2.24,7.88,3894,772,379,0
buildings31,37.13,37.75,0.62,4.36,984,797,624,0
buildings32,37.24,36.33,-0.91,5.67,742,1940,457,0
buildings33,35.46,36.1,0.64,4.92,1338,604,1250,0
buildings34,43.21,44.35,1.14,3.68,616,82,459,0
buildings35,20.94,23.33,2.39,36.56,10191,13465,9,0
buildings36,35.84,29.61,-6.22,32.53,1760,16678,2749,0
buildings37,40.2,42.36,2.15,6.02,2092,187,1137,0
buildings38,22.03,22.83,0.8,4.62,1301,741,748,0
buildings39,19.87,19.91,0.04,3.02,102,853,477,0
buildings40,24.27,22.45,-1.82,8.91,72,4678,973,0
buildings41,12.28,12.57,0.29,5.02,0,360,3053,0
buildings42,19.0,19.11,0.11,4.52,588,1035,579,0
buildings43,55.23,55.3,0.07,1.59,298,466,350,0
buildings44,16.18,15.21,-0.98,19.42,1459,10981,225,0
buildings45,31.93,32.91,0.97,3.85,430,201,2006,0
buildings46,24.35,24.5,0.15,1.56,77,632,396,0
buildings47,19.64,19.48,-0.16,1.32,59,769,95,0
buildings48,20.31,20.3,-0.01,3.9,66,667,2133,0
buildings49,27.85,29.14,1.29,4.88,1215,714,1514,0
buildings50,31.59,32.95,1.36,7.76,1613,1896,3091,0
buildings51,23.9,24.16,0.27,3.48,0,229,2050,0
buildings52,24.34,24.13,-0.21,7.93,118,981,5039,0
buildings53,23.49,22.78,-0.71,11.27,1062,2978,2875,0
buildings54,19.92,21.14,1.22,26.8,5583,10206,1913,0
buildings55,20.47,20.62,0.15,8.16,962,2377,2812,0
buildings56,36.24,35.0,-1.25,8.11,0,4775,650,0
buildings57,53.78,39.79,-13.98,75.74,70,47792,2426,0
buildings58,34.94,27.77,-7.17,56.33,3051,25184,8611,0
buildings59,27.72,27.96,0.24,5.39,465,1767,2518,0
buildings60,31.47,30.9,-0.57,6.68,665,1000,743,0
buildings61,21.57,18.96,-2.61,9.79,0,5275,1703,0
buildings62,38.14,53.82,15.68,12.37,6321,1299,773,0
buildings63,33.07,32.11,-0.96,8.44,991,1218,2073,0
buildings64,30.47,29.85,-0.62,2.57,50,723,1446,0
buildings65,49.76,49.39,-0.37,0.74,0,482,482,0
buildings66,24.74,24.77,0.02,18.92,136,723,11793,0
buildings67,31.62,29.6,-2.02,3.73,634,799,1020,0
buildings68,32.04,31.44,-0.6,2.6,0,1652,46,0
buildings69,32.49,36.33,3.84,10.77,4245,1226,1588,0
buildings70,31.6,32.62,1.02,10.2,852,512,4503,0
buildings71,18.53,18.64,0.11,6.59,134,1066,3577,0
buildings72,16.08,15.74,-0.35,9.28,2,3189,5209,0
buildings73,37.54,38.7,1.17,9.68,4157,385,569,0
buildings74,28.38,29.05,0.66,13.8,569,2098,5934,0
buildings75,33.42,34.76,1.34,4.25,934,647,1293,0
buildings76,54.49,52.81,-1.67,4.95,377,1312,2057,0
buildings77,16.01,14.76,-1.25,16.56,110,7616,4022,0
buildings78,40.33,28.16,-12.17,25.73,456,15950,248,0
buildings79,23.02,21.4,-1.62,18.64,1694,7745,1077,0
buildings80,38.68,38.73,0.05,5.74,1118,1000,487,0
buildings81,50.26,42.08,-8.18,19.05,1303,10191,4616,0
buildings82,25.55,23.51,-2.04,7.9,166,3170,1966,0
buildings83,45.18,45.85,0.67,2.49,140,123,1418,0
buildings84,37.08,36.11,-0.97,10.75,1376,1387,2318,0
buildings85,19.4,19.78,0.38,1.97,233,413,875,0
buildings86,30.52,30.46,-0.06,0.26,0,144,137,0
buildings87,14.2,8.83,-5.37,38.34,0,22500,1951,0
buildings88,42.41,43.11,0.7,6.06,1436,1284,1367,0
buildings89,52.48,50.22,-2.26,10.93,2033,4902,686,0
buildings90,52.27,53.51,1.24,6.18,672,351,3104,0
buildings91,47.89,49.45,1.56,4.79,1592,772,544,0
buildings92,19.49,19.97,0.48,9.64,374,1343,4430,0
buildings93,71.84,42.96,-28.88,2.65,34,1647,1690,0
buildings94,57.33,59.41,2.08,2.74,1187,529,85,0
buildings95,23.3,21.99,-1.31,26.27,865,15901,31,0
buildings96,24.33,22.93,-1.4,6.51,603,3334,1956,0
buildings97,24.55,27.43,2.89,11.39,3278,1162,1610,0
buildings98,24.17,10.82,-13.35,54.39,0,34987,35642,0
buildings99,49.89,47.27,-2.62,5.27,0,3433,265,0
chaparral00,0.0,0.0,0.0,87.01,0,0,8407,0
chaparral01,0.0,0.0,0.0,15.88,0,0,5978,0
chaparral02,0.0,0.0,0.0,99.86,0,0,64848,0
chaparral03,0.0,0.0,0.0,85.52,0,0,1971,0
chaparral04,0.0,0.0,0.0,91.82,0,0,4443,0
chaparral05,0.0,0.0,0.0,99.93,0,0,1312,0
chaparral06,0.0,0.0,0.0,5.35,0,0,2690,0
chaparral07,0.0,0.0,0.0,0.09,0,0,47,0
chaparral08,0.0,0.0,0.0,82.75,0,0,54228,0
chaparral09,0.0,0.0,0.0,85.95,0,0,53032,0
chaparral10,0.0,0.0,0.0,67.7,0,0,42350,0
chaparral11,0.0,0.0,0.0,41.55,0,0,3840,0
chaparral12,0.0,0.0,0.0,52.0,0,0,848,0
chaparral13,0.0,0.0,0.0,25.7,0,0,10480,0
chaparral14,0.0,0.0,0.0,57.39,0,0,12406,0
chaparral15,0.0,0.0,0.0,18.33,0,0,4846,0
chaparral16,0.0,0.0,0.0,6.75,0,0,4423,0
chaparral17,0.0,0.0,0.0,0.58,0,0,381,0
chaparral18,0.0,0.0,0.0,11.37,0,0,343,0
chaparral19,0.0,0.0,0.0,52.24,0,0,31199,0
chaparral20,0.0,0.0,0.0,42.95,0,0,23035,0
chaparral21,0.0,0.0,0.0,63.03,0,0,41306,0
chaparral22,0.0,0.0,0.0,40.8,0,0,21927,0
chaparral23,0.0,0.0,0.0,83.62,0,0,35297,0
chaparral24,0.0,0.0,0.0,84.29,0,0,53175,0
chaparral25,0.0,0.0,0.0,3.16,1,0,163,0
chaparral26,0.0,0.0,0.0,16.47,0,0,3136,0
chaparral27,0.0,0.0,0.0,23.98,0,0,10828,0
chaparral28,0.0,0.0,0.0,47.53,0,0,24912,0
chaparral29,0.0,0.0,0.0,96.59,0,0,62495,0
chaparral30,0.0,0.0,0.0,30.71,0,0,16610,0
chaparral31,0.0,0.0,0.0,56.86,0,0,36578,0
chaparral32,0.0,0.0,0.0,84.35,0,0,47149,0
chaparral33,0.0,0.0,0.0,51.21,0,0,28419,0
chaparral34,0.0,0.0,0.0,43.92,0,0,28782,0
chaparral35,0.0,0.0,0.0,6.23,0,0,4085,0
chaparral36,0.0,0.0,0.0,25.79,0,0,16905,0
chaparral37,0.0,0.0,0.0,75.43,0,0,49436,0
chaparral38,0.0,0.0,0.0,99.25,0,0,65043,0
chaparral39,0.0,0.0,0.0,99.83,0,0,65422,1
chaparral40,0.0,0.0,0.0,19.92,0,0,13057,0
chaparral41,0.0,0.0,0.0,58.92,0,0,35384,0
chaparral42,0.0,0.0,0.0,69.52,0,0,28961,0
chaparral43,0.0,0.0,0.0,0.33,0,0,219,0
chaparral44,0.0,0.0,0.0,2.53,0,0,328,0
chaparral45,0.0,0.0,0.0,73.75,0,0,47278,0
chaparral46,0.0,0.0,0.0,20.47,0,0,13372,0
chaparral47,0.0,0.0,0.0,76.03,0,0,44295,0
chaparral48,0.0,0.0,0.0,32.0,0,0,20968,0
chaparral49,0.0,11.06,11.06,97.25,35230,0,223,0
chaparral50,0.0,0.0,0.0,88.02,0,0,53097,0
chaparral51,0.0,0.0,0.0,8.0,0,0,4287,0
chaparral52,0.0,0.0,0.0,95.05,0,0,62052,0
chaparral53,0.0,0.0,0.0,96.7,0,0,61142,0
chaparral54,0.0,0.0,0.0,88.32,0,0,57466,0
chaparral55,0.0,0.0,0.0,80.9,0,0,47552,0
chaparral56,0.0,0.0,0.0,97.11,0,0,63086,0
chaparral57,0.0,0.0,0.0,8.98,0,0,365,0
chaparral58,0.0,0.0,0.0,1.06,0,0,288,0
chaparral59,0.0,0.0,0.0,30.45,0,0,11269,0
chaparral60,0.0,2.55,2.55,5.49,3338,0,0,0
chaparral61,0.0,0.0,0.0,0.01,0,0,0,0
chaparral62,0.0,0.0,0.0,0.0,0,0,0,0
chaparral63,0.0,0.0,0.0,0.33,0,0,199,0
chaparral64,0.0,32.96,32.96,99.81,64810,0,473,0
chaparral65,0.0,0.0,0.0,31.28,0,0,13174,0
chaparral66,0.0,24.58,24.58,99.84,64425,0,1005,0
chaparral67,0.0,0.0,0.0,91.65,0,0,60066,0
chaparral68,0.0,0.0,0.0,39.47,0,0,25865,0
chaparral69,0.0,0.0,0.0,92.41,0,0,58666,0
chaparral70,0.0,0.0,0.0,70.48,0,0,46002,0
chaparral71,0.0,0.0,0.0,52.16,0,0,33532,0
chaparral72,0.0,0.0,0.0,75.05,0,0,42810,0
chaparral73,0.0,0.0,0.0,30.84,0,0,10038,0
chaparral74,0.0,0.0,0.0,87.8,0,0,56820,0
chaparral75,0.0,0.0,0.0,60.96,0,0,39949,0
chaparral76,0.0,0.0,0.0,38.19,0,0,23556,0
chaparral77,0.0,0.0,0.0,95.77,0,0,62764,0
chaparral78,0.0,0.0,0.0,39.32,0,0,25771,0
chaparral79,0.0,0.0,0.0,89.08,0,0,58382,0
chaparral80,0.0,0.0,0.0,74.43,0,0,44910,0
chaparral81,0.0,13.49,13.49,78.05,24404,0,25311,0
chaparral82,0.0,0.0,0.0,81.78,0,0,53595,0
chaparral83,0.0,0.0,0.0,98.81,5,0,64748,0
chaparral84,0.0,0.0,0.0,82.82,0,0,54278,0
chaparral85,0.0,0.0,0.0,84.26,0,0,54925,0
chaparral86,0.0,0.0,0.0,65.45,0,0,42895,0
chaparral87,0.0,0.0,0.0,83.35,0,0,54626,0
chaparral88,0.0,0.53,0.53,57.42,1076,0,36502,0
chaparral89,0.0,0.0,0.0,72.69,0,0,47640,0
chaparral90,0.0,0.0,0.0,8.92,6,0,5843,0
chaparral91,0.0,11.91,11.91,97.01,37754,0,269,0
chaparral92,0.0,0.0,0.0,85.95,0,0,54444,0
chaparral93,0.0,0.0,0.0,60.48,0,0,39625,0
chaparral94,0.0,0.0,0.0,93.3,0,0,61083,0
chaparral95,0.0,0.0,0.0,93.69,0,0,61401,0
chaparral96,0.0,0.0,0.0,93.28,0,0,57407,0
chaparral97,0.0,0.0,0.0,15.11,0,0,9904,0
chaparral98,0.0,0.0,0.0,89.88,7,0,58188,0
chaparral99,0.0,0.0,0.0,70.8,0,0,46399,0
denseresidential00,26.33,26.76,0.43,18.7,2938,2220,4390,0
denseresidential01,50.96,47.56,-3.4,10.28,56,909,888,0
denseresidential02,65.1,63.09,-2.01,5.1,1005,1128,1126,0
denseresidential03,46.55,49.38,2.84,3.99,1192,552,516,0
denseresidential04,49.2,50.18,0.98,7.67,1611,984,2215,0
denseresidential05,25.16,25.93,0.78,2.5,250,412,1382,0
denseresidential06,44.15,45.13,0.98,9.18,1505,1786,4012,0
denseresidential07,33.46,32.53,-0.93,7.21,672,1784,2490,0
denseresidential08,20.8,22.2,1.4,16.79,2452,4829,5953,0
denseresidential09,36.64,40.65,4.01,18.83,4565,2857,3597,0
denseresidential10,40.55,47.58,7.03,6.87,2594,1761,157,0
denseresidential11,34.17,33.99,-0.18,13.26,2601,3592,2523,0
denseresidential12,29.93,29.12,-0.81,13.58,1228,4628,5309,0
denseresidential13,46.12,45.64,-0.48,5.29,803,1001,1294,0
denseresidential14,31.43,32.67,1.24,7.75,2104,2585,316,0
denseresidential15,37.99,41.44,3.45,6.4,2960,478,485,0
denseresidential16,18.94,19.0,0.05,6.62,1360,1090,892,0
denseresidential17,37.8,38.78,0.98,10.5,1914,1351,2749,0
denseresidential18,56.48,65.33,8.85,7.2,2929,840,670,0
denseresidential19,24.0,24.55,0.55,3.28,745,1139,541,0
denseresidential20,56.27,56.62,0.35,9.05,1325,2142,3528,0
denseresidential21,35.93,36.48,0.56,4.9,994,741,1234,0
denseresidential22,30.7,31.42,0.72,8.38,2005,1649,2149,0
denseresidential23,32.19,30.89,-1.3,5.99,602,2377,651,0
denseresidential24,46.32,46.01,-0.31,9.57,2447,2031,1854,0
denseresidential25,26.84,26.14,-0.7,13.64,707,1375,5896,0
denseresidential26,39.94,40.24,0.3,4.16,329,2255,149,0
denseresidential27,54.0,52.79,-1.21,3.61,311,1624,217,0
denseresidential28,45.39,43.88,-1.51,3.77,218,1933,242,0
denseresidential29,54.14,52.37,-1.77,1.79,151,743,228,0
denseresidential30,44.68,44.56,-0.12,7.9,1416,912,889,0
denseresidential31,30.69,36.67,5.98,16.17,3928,2700,5358,0
denseresidential32,42.3,42.21,-0.09,9.96,1150,2510,3888,0
denseresidential33,56.2,56.32,0.12,5.71,1724,870,188,0
denseresidential34,61.92,63.96,2.04,8.54,3218,490,312,0
denseresidential35,40.03,43.16,3.13,17.3,6640,854,694,0
denseresidential36,42.77,44.0,1.23,8.54,2895,319,423,0
denseresidential37,46.07,49.87,3.8,6.79,2875,390,500,0
denseresidential38,31.8,32.47,0.66,5.87,1177,356,736,0
denseresidential39,48.58,63.2,14.62,19.66,11817,535,153,0
denseresidential40,34.12,32.79,-1.33,8.67,379,3894,2699,0
denseresidential41,37.91,38.42,0.51,12.0,2435,1401,2012,0
denseresidential42,33.46,33.52,0.06,8.36,1438,1596,2407,0
denseresidential43,40.0,39.57,-0.43,6.23,733,1421,1674,0
denseresidential44,48.63,49.03,0.4,11.88,4159,861,1372,0
denseresidential45,40.05,43.58,3.53,12.12,6147,380,805,0
denseresidential46,46.67,44.26,-2.41,11.15,755,2265,580,0
denseresidential47,35.59,33.53,-2.07,7.94,604,1904,1729,0
denseresidential48,48.93,48.59,-0.33,6.79,945,1801,2068,0
denseresidential49,48.1,48.83,0.73,3.2,517,812,886,0
denseresidential50,30.5,31.35,0.85,9.67,1860,2836,2871,0
denseresidential51,55.85,54.86,-0.99,5.87,426,2782,2596,0
denseresidential52,35.65,36.27,0.62,6.27,1007,2644,2655,0
denseresidential53,51.48,50.24,-1.24,6.31,578,1650,2131,0
denseresidential54,39.87,40.54,0.66,12.4,1575,2365,4326,0
denseresidential55,46.64,45.62,-1.02,5.31,796,1405,1805,0
denseresidential56,45.21,44.45,-0.77,16.48,329,1626,9757,0
denseresidential57,49.81,51.53,1.72,10.7,3330,1630,2181,0
denseresidential58,54.26,52.23,-2.04,3.7,114,1520,1877,0
denseresidential59,56.82,58.73,1.91,6.74,2344,525,1195,0
denseresidential60,38.75,39.47,0.72,5.33,688,441,2214,0
denseresidential61,41.31,38.63,-2.68,6.79,279,2083,1655,0
denseresidential62,21.1,20.54,-0.55,9.59,283,1578,4210,0
denseresidential63,38.81,35.99,-2.82,4.63,142,1617,1794,0
denseresidential64,29.65,28.82,-0.83,8.0,226,3202,3614,0
denseresidential65,57.6,58.37,0.77,5.31,1757,1115,389,0
denseresidential66,31.73,33.72,1.98,12.85,3494,1626,2482,0
denseresidential67,17.78,18.15,0.37,13.07,240,1679,4381,0
denseresidential68,48.8,48.56,-0.24,5.18,564,1260,2136,0
denseresidential69,24.13,22.93,-1.19,8.47,769,1914,2523,0
denseresidential70,42.17,41.68,-0.5,8.12,737,1761,2625,0
denseresidential71,64.71,60.82,-3.89,8.45,790,3831,1454,0
denseresidential72,37.4,37.15,-0.25,3.71,542,960,1190,0
denseresidential73,40.12,43.55,3.43,8.29,2872,1504,1997,0
denseresidential74,48.19,48.05,-0.14,5.56,849,830,1033,0
denseresidential75,36.74,35.2,-1.54,3.5,335,1356,1542,0
denseresidential76,53.71,51.79,-1.92,3.96,28,2106,1596,0
denseresidential77,47.46,44.47,-2.99,5.76,25,2492,2063,0
denseresidential78,28.79,29.92,1.14,8.7,287,624,3128,0
denseresidential79,40.47,39.74,-0.73,9.18,1606,1873,249,0
denseresidential80,36.8,39.53,2.73,10.95,2964,1490,1887,0
denseresidential81,52.11,54.14,2.03,6.83,3017,618,465,0
denseresidential82,57.23,58.54,1.31,6.45,1672,725,1409,0
denseresidential83,64.0,62.66,-1.34,5.09,692,1526,908,0
denseresidential84,28.8,28.71,-0.09,6.31,123,562,3539,0
denseresidential85,43.15,43.14,-0.01,8.05,1236,851,2707,0
denseresidential86,62.15,57.95,-4.2,15.43,558,1947,1248,0
denseresidential87,44.03,45.8,1.77,15.15,1118,1807,7910,0
denseresidential88,58.06,58.64,0.58,10.16,2898,1212,336,0
denseresidential89,50.54,51.61,1.07,10.77,2911,1253,268,0
denseresidential90,38.85,38.39,-0.46,11.21,2741,2060,728,0
denseresidential91,53.1,53.04,-0.07,14.68,4398,1957,575,0
denseresidential92,47.88,48.44,0.56,9.22,2489,941,874,0
denseresidential93,45.6,47.28,1.69,8.38,2498,1596,1181,0
denseresidential94,57.38,56.14,-1.24,12.89,1663,741,293,0
denseresidential95,50.16,48.98,-1.18,8.84,743,622,56,0
denseresidential96,60.23,58.76,-1.47,9.42,1599,2108,147,0
denseresidential97,56.29,55.87,-0.42,11.83,2932,1727,212,0
denseresidential98,39.99,42.3,2.31,10.14,2362,368,3874,0
denseresidential99,32.37,31.19,-1.18,15.86,144,4731,7207,0
forest00,100.0,100.0,0.0,0.0,0,0,0,0
forest01,16.29,16.51,0.22,2.3,890,32,78,0
forest02,99.99,100.0,0.01,0.01,9,0,0,0
forest03,18.88,18.9,0.02,3.91,99,22,1518,0
forest04,15.91,15.91,0.0,5.11,394,393,39,0
forest05,11.25,11.26,0.01,6.91,313,240,690,0
forest06,0.13,0.58,0.45,99.53,586,0,64640,0
forest07,0.17,0.81,0.64,99.16,2100,0,51025,0
forest08,33.43,33.44,0.01,2.8,1008,98,156,0
forest09,23.96,23.84,-0.12,1.44,130,440,307,0
