image,valid_px,real_px,discarded_px,discard_pct_of_real
2736,1048576,366599,19858,5.42
2737,1048576,347369,11170,3.22
2738,1048576,525067,4699,0.89
2739,1048576,378782,300600,79.36
2740,1048576,108960,6087,5.59
2741,1048576,850369,849081,99.85
2742,1048576,823023,6607,0.8
2743,1048576,810725,105030,12.96
2744,870113,676629,23981,3.54
2745,1048576,303662,138225,45.52
2746,1048576,65877,4884,7.41
2747,1048576,943075,943075,100.0
2748,1048576,418585,73852,17.64
2749,1048576,817068,817068,100.0
2750,1048576,946208,946208,100.0
2751,1048576,763405,57540,7.54
2752,1048576,916226,916226,100.0
2753,1048576,292339,33309,11.39
2754,1048576,863330,200744,23.25
2755,1048576,1012161,37037,3.66
2756,1048576,107213,8339,7.78
2757,1048576,686744,200514,29.2
2758,1048576,232467,232467,100.0
2759,1048576,133680,28000,20.95
2760,1048576,934927,187432,20.05
2761,1048576,1017359,1017359,100.0
2762,1048576,618474,578992,93.62
2763,1048576,990875,3872,0.39
2764,1048576,981303,104324,10.63
2765,1048576,822283,303177,36.87
2766,1048576,1043596,52567,5.04
2767,1048576,853613,181812,21.3
2768,1048576,774655,156365,20.19
2769,1048576,984660,110805,11.25
2770,1019147,702815,340993,48.52
2771,1048576,889385,889385,100.0
2772,1048576,591239,576038,97.43
2773,1048576,125200,13924,11.12
2774,1048576,350108,305336,87.21
2775,1048576,734131,55316,7.53
2776,1048576,665347,1768,0.27
2777,1048576,278616,278616,100.0
2778,1048576,608316,5948,0.98
2779,1047444,479053,91040,19.0
2780,1048576,1003528,1600,0.16
2781,1048576,362572,362572,100.0
2782,1048576,692505,681107,98.35
2783,901498,896036,338853,37.82
2784,1048576,865683,143287,16.55
2785,1048576,574560,574560,100.0
2786,1048576,585386,375241,64.1
2787,1048576,83989,83989,100.0
2788,1048576,488468,471324,96.49
2789,1048576,155107,21898,14.12
2790,1048576,584563,584563,100.0
2791,1048576,899778,899778,100.0
2792,1048576,188686,56377,29.88
2793,1048576,140154,125092,89.25
2794,1048576,1048576,1048576,100.0
2795,1048576,1044533,1044533,100.0
2796,1048576,423056,262973,62.16
2797,1048576,229757,34055,14.82
2798,1048576,270650,229018,84.62
2799,1048576,627043,617746,98.52
2800,1048576,1013940,14200,1.4
2801,1048576,933755,27897,2.99
2802,1048576,958229,61606,6.43
2803,1048576,621024,621024,100.0
2804,1048576,445520,341053,76.55
2805,1048576,255873,149973,58.61
2806,1048576,276947,276647,99.89
2807,1048576,612022,246070,40.21
2808,1048576,435409,256720,58.96
2809,604777,372913,36214,9.71
2810,1048576,169303,169303,100.0
2811,1047878,459280,87639,19.08
2812,1048576,1036538,12658,1.22
2813,1048576,605071,498193,82.34
2814,1048576,379816,23989,6.32
2815,1048576,362629,306604,84.55
2816,1048576,716579,716579,100.0
2817,1048576,462611,462611,100.0
2818,1048576,499669,499669,100.0
2819,1048576,1022409,98533,9.64
2820,1048576,1038568,318276,30.65
2821,1048576,825567,272439,33.0
2822,1048576,915572,161197,17.61
2823,1048576,167635,20717,12.36
2824,1048576,261440,114392,43.75
2825,1048576,608478,151377,24.88
2826,1048576,904423,904423,100.0
2827,1048576,567947,434091,76.43
2828,1048576,427224,43729,10.24
2829,1048576,842770,143638,17.04
2830,1048576,423284,416137,98.31
2831,1048576,1016573,24252,2.39
2832,1048576,0,0,0.0
2833,1048576,792448,792448,100.0
2834,1048576,358054,358054,100.0
2835,1048576,694718,694718,100.0
2836,576335,576335,874,0.15
2837,1048576,1031562,64792,6.28
2838,961729,875663,3558,0.41
2839,1048576,902508,70662,7.83
2840,638506,553998,63176,11.4
2841,1048576,336746,74280,22.06
2842,1048576,37008,22751,61.48
2843,1048576,236945,236945,100.0
2844,1048576,873279,128491,14.71
2845,548551,488507,20396,4.18
2846,1048576,388817,23917,6.15
2847,1048576,271386,150640,55.51
2848,1048576,694622,7186,1.03
2849,1048576,478154,131080,27.41
2850,1048576,873657,129733,14.85
2851,1048576,309021,309021,100.0
2852,1048576,441349,148669,33.69
2853,1048576,1044726,1018422,97.48
2854,1048576,507312,354559,69.89
2855,1048576,464777,144429,31.07
2856,1048576,130265,130265,100.0
2857,1048576,609776,609776,100.0
2858,961872,949810,2043,0.22
2859,1048576,688287,688287,100.0
2860,1048576,250849,32111,12.8
2861,1048576,456166,452390,99.17
2862,1048576,661715,89202,13.48
2863,1048576,1047732,5000,0.48
2864,1048576,506240,95335,18.83
2865,1048576,330439,88670,26.83
2866,1048508,173167,53587,30.95
2867,1048576,882555,159413,18.06
2868,1048576,998585,138226,13.84
2869,1048576,362639,163009,44.95
2870,486705,414480,35370,8.53
2871,1048576,832385,832385,100.0
2872,1048576,451567,2339,0.52
2873,1048576,913936,66669,7.29
2874,577960,577283,1561,0.27
2875,1048576,646049,646049,100.0
2876,1048576,956995,70752,7.39
2877,1048576,958511,958511,100.0
2878,1048576,720771,261568,36.29
2879,1048576,124286,98262,79.06
2880,1048576,828491,5436,0.66
2881,1048576,1031763,137416,13.32
2882,1048576,949534,897228,94.49
2883,1048576,268812,245376,91.28
2884,1048576,640176,6780,1.06
2885,1048576,979196,93416,9.54
2886,1048576,938029,168415,17.95
2887,1048576,310457,58969,18.99
2888,1048576,69757,69757,100.0
2889,1048576,442164,230485,52.13
2890,1048576,50278,50278,100.0
2891,667910,587403,120109,20.45
2892,693845,354954,52259,14.72
2893,1048576,249443,249443,100.0
2894,1048576,334063,198341,59.37
2895,1048576,105827,105827,100.0
2896,1048576,387584,338470,87.33
2897,1048576,501649,7159,1.43
2898,1048512,426635,269608,63.19
2899,1048576,84069,22931,27.28
2900,1048576,960057,21346,2.22
2901,1048576,865615,865615,100.0
2902,1048576,468312,385384,82.29
2903,958246,764415,15435,2.02
2904,1048576,625857,625857,100.0
2905,1048576,211791,85668,40.45
2906,1048576,366715,106130,28.94
2907,1048576,211668,48056,22.7
2908,1048576,18753,18753,100.0
2909,1048576,965481,70731,7.33
2910,1048576,1048576,2617,0.25
2911,1048576,1020694,38028,3.73
2912,1048576,296728,296728,100.0
2913,1048576,281974,21171,7.51
2914,1048576,900903,43085,4.78
2915,1048576,306085,60381,19.73
2916,1048576,684934,684934,100.0
2917,1048576,973063,43841,4.51
2918,932325,918759,54100,5.89
2919,1048576,927233,114807,12.38
2920,1048576,161275,85996,53.32
2921,1048576,29955,8569,28.61
2922,1048576,218827,111426,50.92
2923,1048576,776689,127785,16.45
2924,1048576,946926,68977,7.28
2925,1048576,887578,103441,11.65
2926,1048576,223824,5879,2.63
2927,1048576,127800,24080,18.84
2928,1048576,918934,76788,8.36
2929,1048576,92689,38569,41.61
2930,1048576,116137,116137,100.0
2931,1048576,968788,70989,7.33
2932,1048576,1027132,4169,0.41
2933,1048576,411792,68286,16.58
2934,1048576,712070,622172,87.38
2935,1048576,87914,71615,81.46
2936,1048576,694651,2194,0.32
2937,1048576,379910,83580,22.0
2938,1048576,273698,12892,4.71
2939,1048576,99966,99035,99.07
2940,1048576,534283,325552,60.93
2941,1048576,789802,789802,100.0
2942,1048576,998339,40159,4.02
2943,1048576,646955,646955,100.0
2944,1048576,772127,397062,51.42
2945,1048576,753567,144647,19.19
2946,1048576,776047,725353,93.47
2947,1048576,424426,258341,60.87
2948,1048576,880841,104755,11.89
2949,1048576,997025,237535,23.82
2950,1048576,940318,63841,6.79
2951,1048576,594292,501367,84.36
2952,1048576,178318,14801,8.3
2953,1048576,750373,750373,100.0
2954,1048576,971058,122412,12.61
2955,1048576,75568,60517,80.08
2956,1048576,1047042,1032715,98.63
2957,1048576,370676,120138,32.41
2958,1048576,279594,241636,86.42
2959,1048576,517549,1418,0.27
2960,1048576,272308,40793,14.98
2961,1048576,77640,4197,5.41
2962,1048575,970889,46364,4.78
2963,1048576,828396,106681,12.88
2964,1048576,1025107,2788,0.27
2965,1048576,473521,28297,5.98
2966,1048576,282885,23558,8.33
2967,1048576,812069,254051,31.28
2968,1048576,220223,208042,94.47
2969,1048576,793574,741188,93.4
2970,1048576,851849,108103,12.69
2971,1048576,193239,90055,46.6
2972,1048576,372295,372295,100.0
2973,873523,736807,106237,14.42
2974,1048576,655561,325749,49.69
2975,1048576,619536,23219,3.75
2976,1048576,775813,116928,15.07
2977,1048576,1048576,1048576,100.0
2978,1048576,144973,106249,73.29
2979,1048576,35912,28057,78.13
2980,1048576,469700,412551,87.83
2981,1048576,344144,12312,3.58
2982,1048576,134105,134105,100.0
2983,1048576,260610,107200,41.13
2984,1048576,736269,125015,16.98
2985,1048576,840704,840704,100.0
2986,1048576,386766,159537,41.25
2987,754439,740748,127607,17.23
2988,1048576,1031418,211200,20.48
2989,1048576,619180,515611,83.27
2990,1048576,51160,46864,91.6
2991,1048576,1016787,62568,6.15
2992,1048576,962958,179019,18.59
2993,1048576,442644,2357,0.53
2994,1048576,894700,894700,100.0
2995,1048576,573050,126081,22.0
2996,1048576,739165,719511,97.34
2997,1048576,672808,672808,100.0
2998,1048576,995074,14555,1.46
2999,1048576,791077,623476,78.81
3000,1048576,780484,196124,25.13
3001,1048576,453950,439305,96.77
3002,1048576,877463,134872,15.37
3003,1048576,1004599,1004599,100.0
3004,726724,685119,142707,20.83
3005,1048576,69314,69314,100.0
3006,1048576,221864,105446,47.53
3007,1048576,381883,106385,27.86
3008,1048576,528695,12865,2.43
3009,1048576,260100,243577,93.65
3010,1048576,157005,156583,99.73
3011,785525,618140,86924,14.06
3012,1048576,198277,21937,11.06
3013,1048576,226237,86802,38.37
3014,991140,676652,207528,30.67
3015,1048576,968579,65900,6.8
3016,1048576,333881,333881,100.0
3017,1048576,225604,127350,56.45
3018,725022,705772,50767,7.19
3019,1048576,432083,173110,40.06
3020,1048576,873222,86263,9.88
3021,1048576,546111,274348,50.24
3022,1048576,879929,75304,8.56
3023,1048576,1023283,77123,7.54
3024,1048576,493729,493729,100.0
3025,1048576,407033,219951,54.04
3026,1048576,134637,9695,7.2
3027,1048576,479604,85615,17.85
3028,1048576,541516,17825,3.29
3029,1048576,876339,112404,12.83
3030,1048576,324812,35401,10.9
3031,1048576,1048576,1048576,100.0
3032,1048576,355174,139742,39.34
3033,1048576,249268,12388,4.97
3034,1048576,1047742,30062,2.87
3035,1048576,940379,113700,12.09
3036,1048576,978022,43077,4.4
3037,1048576,195460,160497,82.11
3038,1048576,416341,416341,100.0
3039,1048576,503018,13937,2.77
3040,1048576,330193,296936,89.93
3041,1048576,676605,382149,56.48
3042,1048576,48725,12791,26.25
3043,1048576,975320,455886,46.74
3044,813258,811883,787605,97.01
3045,1048576,943628,213161,22.59
3046,1048576,870516,870516,100.0
3047,1048576,161475,66348,41.09
3048,1048576,217951,197724,90.72
3049,1048337,447632,243376,54.37
3050,903102,827670,8134,0.98
3051,1048576,414236,390106,94.17
3052,1048576,398358,10691,2.68
3053,1048576,412251,91278,22.14
3054,1047970,715451,29751,4.16
3055,1048576,1036157,3460,0.33
3056,697321,655540,203769,31.08
3057,1048576,766253,746865,97.47
3058,1048576,459996,50311,10.94
3059,1048576,552741,502686,90.94
3060,695609,695325,5550,0.8
3061,1048576,681742,489740,71.84
3062,1048576,261356,261356,100.0
3063,1048576,627273,627273,100.0
3064,1048576,411010,11751,2.86
3065,1048576,242450,242450,100.0
3066,1048576,932178,127920,13.72
3067,1048576,373780,334809,89.57
3068,1048576,134911,38283,28.38
3069,840732,576830,22400,3.88
3070,1048576,212170,212170,100.0
3071,1048576,463226,86244,18.62
3072,1048576,610759,596585,97.68
3073,1048576,942425,652833,69.27
3074,1048576,888769,25716,2.89
3075,1048576,822275,822275,100.0
3076,1048576,157414,46993,29.85
3077,1048576,345555,345555,100.0
3078,1048576,982161,62300,6.34
3079,1048576,676845,364239,53.81
3080,1048576,622309,41466,6.66
3081,1048576,1022281,73341,7.17
3082,1048576,117556,919,0.78
3083,1048576,503786,13190,2.62
3084,1048576,180667,18499,10.24
3085,1048576,914474,133772,14.63
3086,1048576,278282,174090,62.56
3087,1048576,605943,605943,100.0
3088,1048576,500124,62314,12.46
3089,1048576,716252,638515,89.15
3090,1048576,821742,134651,16.39
3091,1048576,422450,121591,28.78
3092,1048576,1048028,93843,8.95
3093,1048576,926505,926505,100.0
3094,1048576,958972,68948,7.19
3095,1048576,636008,498545,78.39
3096,697176,415446,47104,11.34
3097,1048576,510167,457772,89.73
3098,1048576,952731,96521,10.13
3099,1048576,627817,22813,3.63
3100,638406,336629,102038,30.31
3101,1048576,792706,792706,100.0
3102,1048576,401958,81457,20.27
3103,1048576,442557,335166,75.73
3104,1048576,934035,8994,0.96
3105,1048576,424605,133700,31.49
3106,1048576,286568,286568,100.0
3107,1048576,884319,873734,98.8
3108,1048576,441258,411324,93.22
3109,1048576,955644,305976,32.02
3110,1048576,893654,497891,55.71
3111,1048576,792627,739743,93.33
3112,1048576,764208,24379,3.19
3113,1048576,668896,237364,35.49
3114,1048576,675899,519692,76.89
3115,1048576,420180,420180,100.0
3116,1048576,812071,143788,17.71
3117,1048576,904124,12033,1.33
3118,1048576,197923,197923,100.0
3119,1048576,540330,110445,20.44
3120,1048576,547723,472968,86.35
3121,1048576,512570,110852,21.63
3122,1048576,799496,211544,26.46
3123,752599,606398,71738,11.83
3124,1048576,443198,11662,2.63
3125,1048576,140141,4928,3.52
3126,1048576,403859,403859,100.0
3127,1048576,689675,689675,100.0
3128,1048576,922732,119023,12.9
3129,1048576,900932,105583,11.72
3130,1048576,1040603,1040603,100.0
3131,1048576,968779,117040,12.08
3132,1048576,272613,16728,6.14
3133,1048576,492790,491793,99.8
3134,1048576,79624,48720,61.19
3135,1048576,587299,177530,30.23
3136,1048576,369980,284779,76.97
3137,1048576,751521,11174,1.49
3138,1048576,981212,64982,6.62
3139,1048576,57908,50305,86.87
3140,1048576,449429,5999,1.33
3141,1048576,833368,223685,26.84
3142,1048576,424261,121991,28.75
3143,1048568,949168,131452,13.85
3144,1048576,959391,100423,10.47
3145,1048576,454249,14051,3.09
3146,1048576,858590,714528,83.22
3147,1048576,1020996,62090,6.08
3148,1048576,443805,58678,13.22
3149,1048576,970639,83997,8.65
3150,1048576,1011027,197047,19.49
3151,1048576,187194,129156,69.0
3152,1048576,949061,131701,13.88
3153,1047863,375350,825,0.22
3154,1048576,712407,250456,35.16
3155,1048576,987708,2774,0.28
3156,1048576,637017,129667,20.36
3157,1048576,277176,48773,17.6
3158,1048576,704968,121554,17.24
3159,1048576,426861,294540,69.0
3160,1048576,1002213,13942,1.39
3161,1048576,330431,110482,33.44
3162,1048576,225083,155167,68.94
3163,1048576,612752,604492,98.65
3164,1048576,488553,54708,11.2
3165,1048576,1041630,17712,1.7
3166,1048576,466859,219169,46.95
3167,1048576,956846,8558,0.89
3168,1048576,646929,374546,57.9
3169,1048576,1039910,100499,9.66
3170,1048576,372715,202487,54.33
3171,1048576,813569,618522,76.03
3172,1048488,754142,725112,96.15
3173,1048576,466441,319929,68.59
3174,1048576,900098,94795,10.53
3175,1048576,898188,898188,100.0
3176,1048576,908262,41341,4.55
3177,1048575,1041908,43746,4.2
3178,1048576,624775,50489,8.08
3179,1048576,924824,483596,52.29
3180,1048576,891009,98258,11.03
3181,1048576,375912,336965,89.64
3182,1048576,921881,27385,2.97
3183,1048576,322651,305019,94.54
3184,1048576,419615,6154,1.47
3185,1048576,908306,70895,7.81
3186,1048576,542380,273341,50.4
3187,1048576,956616,924831,96.68
3188,1048576,277640,277640,100.0
3189,1048576,872641,114614,13.13
3190,1048576,527675,527675,100.0
3191,1048576,496118,37190,7.5
3192,1048576,803595,274559,34.17
3193,1020548,758416,148816,19.62
3194,1048576,789028,25790,3.27
3195,872087,815021,6930,0.85
3196,1048576,215863,98228,45.5
3197,1048576,979174,93310,9.53
3198,1048576,340163,109491,32.19
3199,1048576,741464,225685,30.44
3200,1048576,122575,12020,9.81
3201,1048576,904414,92812,10.26
3202,1048576,1002188,144857,14.45
3203,1048576,936392,86295,9.22
3204,1048576,441798,428261,96.94
3205,1048576,917935,61280,6.68
3206,1048576,561179,174763,31.14
3207,1048576,742752,108265,14.58
3208,1048576,249939,222836,89.16
3209,1048576,824522,116411,14.12
3210,1048576,1048576,1048576,100.0
3211,1048576,693937,424924,61.23
3212,1048576,875052,112157,12.82
3213,1048576,371390,262995,70.81
3214,1048576,972462,58580,6.02
3215,1048576,920690,172607,18.75
3216,1048576,540202,528525,97.84
3217,1048576,844946,140109,16.58
3218,1048576,483318,190622,39.44
3219,1048576,266323,174601,65.56
3220,1048576,240598,145152,60.33
3221,1048576,1009028,17471,1.73
3222,1048576,590491,110916,18.78
3223,1048576,678821,322208,47.47
3224,1048576,140100,140100,100.0
3225,1048576,170100,107976,63.48
3226,1048576,427495,63215,14.79
3227,1048576,506225,41151,8.13
3228,1048576,814042,75673,9.3
3229,1048576,426033,233967,54.92
3230,1048576,193075,32191,16.67
3231,1048576,570919,100119,17.54
3232,1048576,841026,253835,30.18
3233,1048576,700396,700396,100.0
3234,1048576,837668,449206,53.63
3235,1048576,124291,16842,13.55
3236,1048576,413611,60886,14.72
3237,1048576,826947,124229,15.02
3238,1048576,793689,762294,96.04
3239,1048576,322691,322691,100.0
3240,1048576,873,873,100.0
3241,1048576,519028,424947,81.87
3242,1048576,1030660,12452,1.21
3243,1048576,621210,29784,4.79
3244,1048576,103031,9403,9.13
3245,1048576,997297,997297,100.0
3246,1048576,57051,53710,94.14
3247,1048576,710267,645000,90.81
3248,1048576,236671,79009,33.38
3249,1048547,942430,37384,3.97
3250,1048576,323738,187344,57.87
3251,1048576,674289,320856,47.58
3252,1048576,953730,37937,3.98
3253,1048576,204136,42695,20.91
3254,1048576,523545,523545,100.0
3255,1048576,183881,183881,100.0
3256,1048576,305757,47102,15.41
3257,1048576,834678,172367,20.65
3258,1048576,716935,716935,100.0
3259,1048576,485455,253900,52.3
3260,1048576,755921,674770,89.26
3261,1048576,1018635,72791,7.15
3262,1048496,269954,233589,86.53
3263,814734,718648,14939,2.08
3264,1048576,193184,193184,100.0
3265,1048576,651045,647685,99.48
3266,1048576,109525,24697,22.55
3267,1048576,963500,4553,0.47
3268,1048576,461468,461468,100.0
3269,1048576,429389,50749,11.82
3270,1048576,873003,873003,100.0
3271,1048576,171946,16838,9.79
3272,1048576,902474,87410,9.69
3273,1048576,516541,516541,100.0
3274,1048576,902271,151948,16.84
3275,1048576,701882,680884,97.01
3276,1048576,105679,88350,83.6
3277,1048576,528185,7676,1.45
3278,1048485,285024,21062,7.39
3279,1048576,907731,129280,14.24
3280,1048576,156030,8575,5.5
3281,987621,643587,66414,10.32
3282,1048576,864102,166238,19.24
3283,1048576,854853,810983,94.87
3284,1048576,451592,451589,100.0
3285,1048576,1026548,15120,1.47
3286,1048576,912435,125139,13.71
3287,1048576,303992,12200,4.01
3288,1048576,694031,603074,86.89
3289,1048576,878511,60111,6.84
3290,1048576,719175,715999,99.56
3291,1048576,399944,399944,100.0
3292,1048576,883548,883546,100.0
3293,1048576,778133,47527,6.11
3294,1048576,205542,200378,97.49
3295,1048576,741124,741124,100.0
3296,1048576,221555,6650,3.0
3297,1048576,733296,154779,21.11
3298,1048576,758952,758952,100.0
3299,811353,635406,34720,5.46
3300,1048576,415990,36029,8.66
3301,1048576,629603,112012,17.79
3302,1048576,452111,112645,24.92
3303,635084,528550,135143,25.57
3304,1048576,888183,126674,14.26
3305,1048576,145017,85865,59.21
3306,1048576,326781,24265,7.43
3307,1048576,726800,726800,100.0
3308,1048576,418757,214534,51.23
3309,1048576,44154,41152,93.2
3310,1048576,1006252,851,0.08
3311,756127,600616,130997,21.81
3312,1048576,620033,28203,4.55
3313,1048576,264106,239460,90.67
3314,1048576,751933,751933,100.0
3315,1048576,547639,1730,0.32
3316,1048576,794479,141538,17.82
3317,1048576,848623,147014,17.32
3318,1048576,527105,62443,11.85
3319,1048576,618421,28094,4.54
3320,1048576,877088,332812,37.95
3321,1048576,397699,397699,100.0
3322,1048576,265317,146507,55.22
3323,1048576,948687,3042,0.32
3324,1048576,552057,76295,13.82
3325,1048576,129465,119588,92.37
3326,1048576,184809,6538,3.54
3327,1048576,226984,54787,24.14
3328,1048576,802859,65663,8.18
3329,1048576,509992,337157,66.11
3330,1048576,1000903,1000903,100.0
3331,1048576,943412,171130,18.14
3332,1048576,505529,413437,81.78
3333,1048576,299571,8108,2.71
3334,1048576,226997,192129,84.64
3335,1048576,485864,323916,66.67
3336,1048576,760953,214067,28.13
3337,1048576,164356,164356,100.0
3338,1048576,148477,148477,100.0
3339,1048576,330771,282731,85.48
3340,1048576,348784,22458,6.44
