image,valid_px,real_px,discarded_px,discard_pct_of_real
3362,1048576,62222,0,0.0
3363,1048576,499245,10,0.0
3364,1048576,1041310,0,0.0
3365,1048576,657515,0,0.0
3366,1048487,335366,95,0.03
3367,1048576,847019,488,0.06
3368,1048576,838497,3027,0.36
3369,1048576,682331,4281,0.63
3370,1048576,767171,4156,0.54
3371,1048576,456102,467,0.1
3372,1048576,699447,3962,0.57
3373,1048576,7457,7457,100.0
3374,1048576,970453,22495,2.32
3375,1048576,671998,222,0.03
3376,1048576,621617,100605,16.18
3377,1048576,310130,42,0.01
3378,1048576,955153,2958,0.31
3379,785340,687591,0,0.0
3380,1048576,244634,240125,98.16
3381,1048576,360873,8397,2.33
3382,636789,358089,41263,11.52
3383,1048576,978852,0,0.0
3384,1048576,554138,0,0.0
3385,1048576,332987,324506,97.45
3386,1048576,815213,2417,0.3
3387,1048576,363758,6,0.0
3388,1048576,1048576,0,0.0
3389,1048576,458526,4237,0.92
3390,1048576,292280,0,0.0
3391,755945,663617,0,0.0
3392,1048576,986575,0,0.0
3393,1048576,477155,434197,91.0
3394,1048576,424591,39,0.01
3395,1048576,310497,14149,4.56
3396,1048576,737453,50387,6.83
3397,1048576,960189,18,0.0
3398,1048576,1036988,0,0.0
3399,1048576,1048576,4,0.0
3400,1048576,126797,0,0.0
3401,1048576,805853,38279,4.75
3402,1048576,280593,19705,7.02
3403,1048576,636485,2540,0.4
3404,1048576,641914,418,0.07
3405,1048576,568149,48,0.01
3406,1048576,630319,47862,7.59
3407,1048576,182348,0,0.0
3408,1048576,177825,66967,37.66
3409,1048576,383739,0,0.0
3410,1048576,719854,675372,93.82
3411,1048576,1023207,0,0.0
3412,1048576,739220,339,0.05
3413,1048576,337238,112,0.03
3414,1048576,917704,917562,99.98
3415,1048576,961707,0,0.0
3416,1048576,572112,97998,17.13
3417,1048576,976135,8812,0.9
3418,1048576,228637,169868,74.3
3419,1048576,171534,43,0.03
3420,1048576,654530,0,0.0
3421,1048576,725132,0,0.0
3422,1048576,1019228,0,0.0
3423,1048576,758981,346,0.05
3424,1048576,1038444,0,0.0
3425,1048576,560869,41787,7.45
3426,1048576,1033666,248,0.02
3427,605709,503434,774,0.15
3428,1048576,390070,848,0.22
3429,1048576,630959,630959,100.0
3430,1048576,764141,379,0.05
3431,1048576,870925,830032,95.3
3432,1048576,1045164,3082,0.29
3433,989738,575080,16655,2.9
3434,1048496,584311,530368,90.77
3435,1048576,1020330,0,0.0
3436,1048576,880633,67041,7.61
3437,1048576,388215,315904,81.37
3438,1048576,0,0,0.0
3439,1048576,300731,0,0.0
3440,1048576,335094,152,0.05
3441,1048576,190903,190903,100.0
3442,1048576,768557,32,0.0
3443,1048576,713583,1861,0.26
3444,1048576,368985,0,0.0
3445,928863,756333,201,0.03
3446,1048576,165624,0,0.0
3447,1048576,808282,539,0.07
3448,1048576,454161,61,0.01
3449,1048576,198156,22,0.01
3450,1048576,771995,545,0.07
3451,1048576,914904,625,0.07
3452,1048576,935553,757645,80.98
3453,781978,637717,0,0.0
3454,1048576,180164,0,0.0
3455,1048576,1039517,0,0.0
3456,1048576,85221,65,0.08
3457,1048576,1017970,0,0.0
3458,1048576,631971,437783,69.27
3459,1048576,652306,620829,95.17
3460,1048576,289882,26,0.01
3461,1048576,766108,575020,75.06
3462,1048576,703587,659845,93.78
3463,1048576,429283,189,0.04
3464,1048576,60783,1881,3.09
3465,1048576,224005,105896,47.27
3466,1048576,534449,0,0.0
3467,1048576,1044162,0,0.0
3468,1048576,151895,220,0.14
3469,1048576,379607,22,0.01
3470,1048576,65086,62404,95.88
3471,1048576,994070,0,0.0
3472,1048576,1014307,0,0.0
3473,1048576,207053,609,0.29
3474,1048576,546986,730,0.13
3475,1048576,716683,47,0.01
3476,1048576,667176,7342,1.1
3477,1048576,213260,24,0.01
3478,1048576,946767,4919,0.52
3479,517574,413560,219,0.05
3480,1048576,1048,1048,100.0
3481,1048576,115101,60565,52.62
3482,1048576,1010862,0,0.0
3483,902927,818014,4884,0.6
3484,546950,534518,0,0.0
3485,1048576,488983,9639,1.97
3486,1048576,491583,24,0.0
3487,1048576,231623,231623,100.0
3488,1048576,950795,196,0.02
3489,1048576,532125,514163,96.62
3490,1048576,699719,54102,7.73
3491,1048576,918299,805,0.09
3492,1048576,153743,55759,36.27
3493,1048576,353258,102,0.03
3494,1048576,967427,9986,1.03
3495,1048576,382532,1387,0.36
3496,519138,488468,0,0.0
3497,1048576,345606,10,0.0
3498,1048576,1047744,0,0.0
3499,1048576,832903,4530,0.54
3500,1048576,896794,2521,0.28
3501,1048576,293240,237423,80.97
3502,1048576,386402,28,0.01
3503,1048576,804309,27457,3.41
3504,1048576,808253,25456,3.15
3505,1048576,117547,62824,53.45
3506,1048576,1042474,0,0.0
3507,1048576,219010,29333,13.39
3508,1048576,213221,95,0.04
3509,1048576,488513,324380,66.4
3510,1048576,605732,6414,1.06
3511,1048576,376591,63,0.02
3512,1048576,184497,52,0.03
3513,1048576,1005589,997999,99.25
3514,1048576,1029502,121,0.01
3515,1048576,658253,50950,7.74
3516,1048576,545150,6453,1.18
3517,1048576,954278,16608,1.74
3518,490557,228751,5736,2.51
3519,1048576,1048576,1048576,100.0
3520,933223,787016,290,0.04
3521,1048576,917174,47,0.01
3522,1048576,604403,10287,1.7
3523,1048576,928657,1955,0.21
3524,1048576,878800,6340,0.72
3525,901257,770879,0,0.0
3526,1048576,854166,19702,2.31
3527,843249,411916,15943,3.87
3528,1048576,898581,35634,3.97
3529,1048576,755281,1007,0.13
3530,1048576,517250,74566,14.42
3531,783576,689927,1388,0.2
3532,1048576,661907,49824,7.53
3533,1048576,618267,59896,9.69
3534,1048576,607400,13678,2.25
3535,1048576,616982,79014,12.81
3536,1048576,1025295,0,0.0
3537,1048576,860572,4289,0.5
3538,801626,554537,2,0.0
3539,1048576,967818,48755,5.04
3540,1048576,836114,315,0.04
3541,1048576,965916,1608,0.17
3542,1048576,605441,34673,5.73
3543,1048576,773873,2217,0.29
3544,859633,425430,15973,3.75
3545,1048576,500868,19499,3.89
3546,1048576,998735,0,0.0
3547,1048576,1009779,0,0.0
3548,1048576,731944,1416,0.19
3549,1048576,758297,61396,8.1
3550,1048576,602512,5577,0.93
3551,1048576,770780,32281,4.19
3552,933703,482972,28834,5.97
3553,1048576,971583,642,0.07
3554,1048576,801399,4719,0.59
3555,1048576,566605,12715,2.24
3556,1048576,985615,3209,0.33
3557,902491,819136,1378,0.17
3558,1048576,622212,6903,1.11
3559,1048576,909643,10736,1.18
3560,1048576,902599,473,0.05
3561,1048576,593864,21407,3.6
3562,1048576,1048233,0,0.0
3563,1048576,686459,653,0.1
3564,1048576,615864,10645,1.73
3565,1048576,702793,16590,2.36
3566,1048576,547093,24425,4.46
3567,1048576,1033958,32168,3.11
3568,1048576,869215,0,0.0
3569,1048576,890625,0,0.0
3570,1048576,484404,1712,0.35
3571,725499,688228,9923,1.44
3572,1048576,871092,21061,2.42
3573,743613,620799,58,0.01
3574,1048576,857528,30685,3.58
3575,1048576,909676,1780,0.2
3576,1048576,480331,34579,7.2
3577,1048576,947249,12871,1.36
3578,1048576,743526,25266,3.4
3579,1048576,664338,20732,3.12
3580,1048576,908824,0,0.0
3581,1015894,666724,21678,3.25
3582,1048576,434878,7558,1.74
3583,1048576,614247,70594,11.49
3584,1048576,523688,68485,13.08
3585,1048576,320965,1105,0.34
3586,1048576,684468,98,0.01
3587,1048576,942135,2233,0.24
3588,1048576,466914,12625,2.7
3589,1048576,1032398,4145,0.4
3590,1048576,746022,18251,2.45
3591,1048576,427022,28867,6.76
3592,1048576,971733,0,0.0
3593,1048576,936504,0,0.0
3594,1048576,588296,777,0.13
3595,1048576,659833,93629,14.19
3596,1048576,925577,383,0.04
3597,495195,239696,5323,2.22
3598,664582,489348,15056,3.08
3599,1048576,1006262,0,0.0
3600,1048576,1048576,1048576,100.0
3601,1048576,883397,48351,5.47
3602,1048576,574177,23381,4.07
3603,931518,901474,0,0.0
3604,1048576,909947,1512,0.17
3605,1048576,886753,15908,1.79
3606,988270,716047,8212,1.15
3607,1048576,1025229,85,0.01
3608,1048576,995112,2477,0.25
3609,1048576,618673,15185,2.45
3610,1048576,1022815,394,0.04
3611,1048576,923305,1377,0.15
3612,1048576,1020938,0,0.0
3613,1048576,824262,461,0.06
3614,1048576,757629,5135,0.68
3615,698228,673610,0,0.0
3616,1048576,888387,2806,0.32
3617,1048576,1025798,11379,1.11
3618,904670,543891,9261,1.7
3619,1048576,1035658,13287,1.28
3620,730074,416395,11651,2.8
3621,685606,572891,0,0.0
3622,1048576,665773,54957,8.25
3623,1048576,1048576,1048576,100.0
3624,1048576,689746,39811,5.77
3625,1048576,655356,160,0.02
3626,1048576,947341,2225,0.23
3627,1048576,706649,2044,0.29
3628,1048576,574039,26824,4.67
3629,1048576,963306,1693,0.18
3630,1048576,524019,13957,2.66
3631,1048576,1025527,0,0.0
3632,1048576,1008578,775,0.08
3633,1018562,929379,0,0.0
3634,714612,688538,0,0.0
3635,551260,545243,2138,0.39
3636,1048576,628053,339,0.05
3637,1048576,976565,0,0.0
3638,1048576,831769,14504,1.74
3639,1048576,1048575,7436,0.71
3640,899740,651123,1697,0.26
3641,1048576,472610,41515,8.78
3642,1048576,704355,21701,3.08
3643,1048576,540491,23736,4.39
3644,1048576,800650,4788,0.6
3645,1048576,643391,37173,5.78
3646,699297,653521,3826,0.59
3647,1048576,814031,4800,0.59
3648,1048576,907475,979,0.11
3649,1048576,921233,15,0.0
3650,1048576,599379,22885,3.82
3651,772620,508377,639,0.13
3652,1048576,807427,0,0.0
3653,1048576,511080,22570,4.42
3654,672522,560238,16,0.0
3655,1048576,1046463,0,0.0
3656,1048576,898192,176,0.02
3657,1048576,449808,17008,3.78
3658,1048576,846124,82818,9.79
3659,904211,859634,0,0.0
3660,1048576,700875,3842,0.55
3661,1048576,499990,7919,1.58
3662,1048576,536557,38762,7.22
3663,1048576,648672,22661,3.49
3664,1048576,845529,9480,1.12
3665,1048576,418929,2554,0.61
3666,1048576,832249,397,0.05
3667,1048576,406186,13193,3.25
3668,1048576,362718,58295,16.07
3669,1048576,535374,42349,7.91
3670,1048576,1010487,0,0.0
3671,1048576,638022,20223,3.17
3672,580307,537176,4888,0.91
3673,1048576,587825,27288,4.64
3674,1048576,532730,55462,10.41
3675,1048576,664203,29212,4.4
3676,1048576,831149,2010,0.24
3677,1048576,936314,35250,3.76
3678,1048576,565547,22393,3.96
3679,1048576,844443,18392,2.18
3680,1048576,716097,0,0.0
3681,1048576,268666,28176,10.49
3682,1048576,701114,14958,2.13
3683,1048576,1008018,537,0.05
3684,1048576,997718,623,0.06
3685,1048576,936800,46681,4.98
3686,1048576,913514,2116,0.23
3687,611214,518645,39787,7.67
3688,1048576,1027455,38063,3.7
3689,1048576,502636,265,0.05
3690,1048576,667151,7086,1.06
3691,1048576,765292,24122,3.15
3692,1048576,619251,44508,7.19
3693,1048576,555819,28427,5.11
3694,1048576,948388,1760,0.19
3695,1048576,739724,9375,1.27
3696,888640,480953,16481,3.43
3697,872256,469975,16642,3.54
3698,1048576,783754,10427,1.33
3699,1048576,465715,150683,32.36
3700,1048576,963829,1028,0.11
3701,1048576,623323,20386,3.27
3702,930262,650921,247,0.04
3703,1048576,534936,94594,17.68
3704,1048576,384467,8289,2.16
3705,553200,552364,19123,3.46
3706,1048576,927891,110,0.01
3707,1048576,1020483,0,0.0
3708,1048576,855027,12,0.0
3709,1048576,818812,80469,9.83
3710,609195,449154,13109,2.92
3711,1048576,625613,116887,18.68
3712,1048576,526944,22265,4.23
3713,1048576,950661,2186,0.23
3714,1048576,919527,0,0.0
3715,1048576,556712,8946,1.61
3716,728327,496245,22260,4.49
3717,1048576,1048576,1048576,100.0
3718,1048576,948411,1032,0.11
3719,1048576,852025,18747,2.2
3720,1048576,898644,22205,2.47
3721,1048576,460029,19192,4.17
3722,669222,564060,6,0.0
3723,1048576,969442,0,0.0
3724,1048576,597424,19380,3.24
3725,1048576,627453,7356,1.17
3726,1048576,880738,468,0.05
3727,1048576,930219,290,0.03
3728,1048576,905717,12425,1.37
3729,1048576,711534,29631,4.16
3730,1048576,813604,1962,0.24
3731,1048576,978028,0,0.0
3732,1048576,490541,29410,6.0
3733,1048576,638836,45442,7.11
3734,1048576,1047780,0,0.0
3735,1048576,1048576,474677,45.27
3736,1048576,822711,65700,7.99
3737,1048576,639872,96695,15.11
3738,1048576,668620,54107,8.09
3739,1048576,1047999,0,0.0
3740,1048576,657425,15964,2.43
3741,1048576,595678,9848,1.65
3742,959269,502500,2109,0.42
3743,1048576,812398,25057,3.08
3744,1048576,1021353,50,0.0
3745,756236,496994,1179,0.24
3746,1048576,703039,53097,7.55
3747,1048576,463243,16820,3.63
3748,1048576,684058,2647,0.39
3749,1048576,950090,885,0.09
3750,1048576,587231,25839,4.4
3751,1048576,1048576,1048576,100.0
3752,814244,802568,0,0.0
3753,1048576,763247,7294,0.96
3754,1048576,856253,36530,4.27
3755,1048576,1038823,41,0.0
3756,1048576,566446,24493,4.32
3757,1048576,945414,0,0.0
3758,1048576,856460,36,0.0
3759,1048576,868782,20012,2.3
3760,1048576,709148,55102,7.77
3761,1048576,829932,86,0.01
3762,1048576,857379,0,0.0
3763,812620,749530,34504,4.6
3764,1048576,995977,149,0.01
3765,1048576,934853,23758,2.54
3766,1048576,851695,6985,0.82
3767,1048576,851088,1261,0.15
3768,1048576,701455,45365,6.47
3769,1048576,968000,0,0.0
3770,1048576,615529,6591,1.07
3771,1048576,782563,1555,0.2
3772,1048576,476086,67417,14.16
3773,1048576,997405,16,0.0
3774,1048576,941252,1764,0.19
3775,1048576,545580,13698,2.51
3776,1048576,704860,8815,1.25
3777,1048576,605413,28372,4.69
3778,991766,698643,6107,0.87
3779,1048576,530794,14948,2.82
3780,667423,340337,142239,41.79
3781,1048576,912953,9581,1.05
3782,1048576,761948,1213,0.16
3783,1048576,521283,24727,4.74
3784,672007,454215,11347,2.5
3785,522225,483413,29604,6.12
3786,1048576,581744,1923,0.33
3787,1048576,975222,0,0.0
3788,1048576,747071,14753,1.97
3789,1048576,598801,8115,1.36
3790,1048576,944115,15015,1.59
3791,1048576,1014936,14611,1.44
3792,1048576,913924,757,0.08
3793,1048576,858695,0,0.0
3794,727229,612573,48,0.01
3795,1048576,542555,1676,0.31
3796,1048576,812879,4396,0.54
3797,757366,609754,13188,2.16
3798,1048576,602617,17969,2.98
3799,1048576,835467,712,0.09
3800,1048576,531447,75046,14.12
3801,1048576,801125,8255,1.03
3802,730542,493783,8906,1.8
3803,1048576,1015793,0,0.0
3804,1048576,516966,6802,1.32
3805,1048576,988850,38,0.0
3806,1048576,757140,117102,15.47
3807,1048576,1026973,555,0.05
3808,1048576,795612,7086,0.89
3809,1048576,706601,9749,1.38
3810,1048576,734460,27861,3.79
3811,1048576,764423,31130,4.07
3812,1048576,935425,0,0.0
3813,1048576,915088,1842,0.2
3814,841658,635500,44257,6.96
3815,1048576,900421,31276,3.47
3816,1048576,794007,4772,0.6
3817,1048576,511040,17643,3.45
3818,1048576,941810,14,0.0
3819,928776,876819,2884,0.33
3820,1048576,1006204,2625,0.26
3821,1048576,1000693,0,0.0
3822,1048576,789893,0,0.0
3823,1048576,795705,31645,3.98
3824,1048576,731730,2086,0.29
3825,1048576,904179,995,0.11
3826,540584,466842,9781,2.1
3827,1048576,854531,760,0.09
3828,1048576,614693,64034,10.42
3829,1048576,860629,215,0.02
3830,1048576,1028792,178,0.02
3831,1048576,446885,23787,5.32
3832,1048576,876080,7874,0.9
3833,1048576,770162,59150,7.68
3834,1048576,829268,33967,4.1
3835,960531,907719,0,0.0
3836,1048576,1021226,977,0.1
3837,1048576,403554,6,0.0
3838,1048576,941108,0,0.0
3839,1048576,1012127,2246,0.22
3840,1048576,597671,48405,8.1
3841,1048576,469109,377,0.08
3842,1048576,907071,489,0.05
3843,1048576,873654,8579,0.98
3844,1048576,813785,70995,8.72
3845,1048576,832716,2301,0.28
3846,1048576,483727,20402,4.22
3847,1048576,893437,2519,0.28
3848,1048576,584811,32089,5.49
3849,1048576,879489,89,0.01
3850,1048576,997166,0,0.0
3851,1048576,1048576,1046248,99.78
3852,1048576,540984,65130,12.04
3853,1048576,875844,2667,0.3
3854,1048576,714203,28847,4.04
3855,1048576,682072,56407,8.27
3856,1048576,601769,321491,53.42
3857,1048576,1048576,1048576,100.0
3858,1048576,916256,2464,0.27
3859,1048576,267981,26159,9.76
3860,1048576,1007012,1,0.0
3861,1048576,699067,2274,0.33
3862,1048576,538339,2880,0.53
3863,1048576,562210,16942,3.01
3864,1048576,893460,197,0.02
3865,1048576,725590,12186,1.68
3866,1048576,997507,1024,0.1
3867,1048576,841738,2975,0.35
3868,490163,264119,3256,1.23
3869,1048576,624995,22033,3.53
3870,1048576,908469,1037,0.11
3871,1048576,911216,199,0.02
3872,1048576,534177,32689,6.12
3873,1048576,871765,459,0.05
3874,1048576,939888,9453,1.01
3875,1048576,727066,3051,0.42
3876,1048576,982021,626,0.06
3877,1048576,1048576,1048576,100.0
3878,1048576,1029495,0,0.0
3879,1048576,444357,22389,5.04
3880,1048576,964336,8,0.0
3881,1048576,412113,20769,5.04
3882,1048576,850992,10286,1.21
3883,1048576,514149,4523,0.88
3884,1048576,688204,10315,1.5
3885,1048576,927245,2569,0.28
3886,1048576,711808,23277,3.27
3887,569584,568728,20993,3.69
3888,917641,785452,0,0.0
3889,1048576,904081,0,0.0
3890,1048576,443772,19919,4.49
3891,1048576,990089,165,0.02
3892,1048576,970088,16985,1.75
3893,1048576,637318,55106,8.65
3894,1048576,633481,22528,3.56
3895,1048576,1017015,29,0.0
3896,1048576,1042376,1279,0.12
3897,1048576,627900,12683,2.02
3898,1048576,933455,4671,0.5
3899,1048576,700765,8972,1.28
3900,1048576,1048576,1047209,99.87
3901,1048576,885525,3231,0.36
3902,870694,589470,2344,0.4
3903,656600,505589,221,0.04
3904,1048576,991371,1,0.0
3905,1048576,1037580,1550,0.15
3906,957814,736105,635,0.09
3907,875643,578400,10948,1.89
3908,1048576,728185,5176,0.71
3909,1048576,819295,4576,0.56
3910,1048576,932518,323,0.03
3911,1048576,479944,6105,1.27
3912,1048576,496329,102400,20.63
3913,1048576,770044,10618,1.38
3914,1048576,992584,12,0.0
3915,1048576,591934,15647,2.64
3916,1048576,558250,12099,2.17
3917,788577,661639,3360,0.51
3918,1048576,541129,4257,0.79
3919,1048576,732185,2461,0.34
3920,1048576,811663,22764,2.8
3921,1048576,870552,18364,2.11
3922,1048576,927733,170,0.02
3923,815420,599082,11079,1.85
3924,1048576,698969,340,0.05
3925,1033659,906422,898,0.1
3926,1048576,509261,3980,0.78
3927,1048576,470650,71560,15.2
3928,1048576,968746,920,0.09
3929,1048576,903162,5903,0.65
3930,986860,817995,4404,0.54
3931,701046,562920,13088,2.33
3932,1017275,891673,2540,0.28
3933,1048576,892240,57376,6.43
3934,1048576,709685,26220,3.69
3935,1048576,377044,1090,0.29
3936,696458,469437,148250,31.58
3937,1048576,960227,1854,0.19
3938,1020254,431831,66178,15.32
3939,785242,540422,24,0.0
3940,1048576,655924,11494,1.75
3941,1048576,898372,6,0.0
3942,1048576,485458,5982,1.23
3943,1044430,592686,13653,2.3
3944,1048576,857860,5206,0.61
3945,1048576,1021637,12,0.0
3946,1048576,894810,300,0.03
3947,1048576,875276,7317,0.84
3948,1048576,677813,8415,1.24
3949,1048576,918062,56,0.01
3950,1048576,532252,30774,5.78
3951,598592,596216,365,0.06
3952,1048576,521163,23700,4.55
3953,1048576,523276,25526,4.88
3954,1048576,661060,166666,25.21
3955,1048576,1004396,135,0.01
3956,627598,532565,36330,6.82
3957,1048576,986323,2,0.0
3958,1048576,559797,13760,2.46
3959,1048576,872936,7700,0.88
3960,759100,543011,11785,2.17
3961,846171,764753,2983,0.39
3962,1048576,956798,1814,0.19
3963,1048576,463076,10483,2.26
3964,1048576,849283,4668,0.55
3965,1048576,427889,4116,0.96
3966,1004654,731131,11679,1.6
3967,1048576,944438,646,0.07
3968,1048576,733444,44866,6.12
3969,1048576,1017071,945,0.09
3970,643510,520401,1044,0.2
3971,1048576,874757,0,0.0
3972,1048576,770127,199405,25.89
3973,1048576,849652,21952,2.58
3974,1048576,786974,10666,1.36
3975,640216,489251,94,0.02
3976,1048576,842545,2705,0.32
3977,1048576,560617,23415,4.18
3978,1048576,913205,6447,0.71
3979,1048576,587297,8114,1.38
3980,1048576,706557,12530,1.77
3981,1048576,805046,66571,8.27
3982,1048576,1018034,7272,0.71
3983,1048576,835091,3005,0.36
3984,1048576,875871,99937,11.41
3985,1048576,982614,388,0.04
3986,1048576,849335,36204,4.26
3987,1048576,970005,44834,4.62
3988,1048576,908935,66232,7.29
3989,1048576,298066,14776,4.96
3990,1048576,927322,821,0.09
3991,1048576,505836,61123,12.08
3992,1048576,632033,55079,8.71
3993,1048576,364966,912,0.25
3994,1048576,1014267,0,0.0
3995,1048576,990274,0,0.0
3996,991250,566510,10641,1.88
3997,1048576,524556,8263,1.58
3998,1048576,779723,3637,0.47
3999,1048576,1018669,2332,0.23
4000,1048576,663659,49605,7.47
4001,1048576,996420,0,0.0
4002,1048576,1032673,0,0.0
4003,1048576,751596,14414,1.92
4004,1048576,925542,1284,0.14
4005,1048576,569402,9228,1.62
4006,1048576,726525,452,0.06
4007,873473,787546,0,0.0
4008,1048576,998063,118,0.01
4009,1048576,1044354,0,0.0
4010,1048576,664568,399,0.06
4011,1048576,931346,166,0.02
4012,1048576,710270,18001,2.53
4013,1048576,724720,1892,0.26
4014,1048576,1019865,3883,0.38
4015,1048576,894701,877,0.1
4016,962242,874626,127,0.01
4017,1048576,531398,22042,4.15
4018,1048576,777013,518,0.07
4019,1048576,926060,1737,0.19
4020,1048576,733312,32242,4.4
4021,1048576,840289,5589,0.67
4022,1048576,769117,15748,2.05
4023,1048576,970060,389,0.04
4024,1048576,912175,2563,0.28
4025,1048576,976181,1336,0.14
4026,1048576,824130,3119,0.38
4027,946646,665212,995,0.15
4028,1048576,877689,0,0.0
4029,1048576,668357,9560,1.43
4030,1048576,781313,305,0.04
4031,1048576,861758,20533,2.38
4032,1048576,13096,0,0.0
4033,1048576,793239,8673,1.09
4034,1048576,883162,17185,1.95
4035,1048576,938974,53006,5.65
4036,1048576,791745,305,0.04
4037,1048576,648705,5974,0.92
4038,788132,622797,12056,1.94
4039,1048576,494256,13305,2.69
4040,1048576,724885,40653,5.61
4041,1048576,829883,711,0.09
4042,1048576,468803,13502,2.88
4043,1048576,737093,1946,0.26
4044,1048576,1041278,1040209,99.9
4045,1048576,912416,0,0.0
4046,1048576,911694,314,0.03
4047,1048576,676014,30673,4.54
4048,1048576,590759,12531,2.12
4049,1048576,588710,34655,5.89
4050,1048576,1027468,1342,0.13
4051,1048576,797888,240,0.03
4052,1048576,616869,0,0.0
4053,1048576,875968,17012,1.94
4054,1048576,812058,0,0.0
4055,1048576,835813,1013,0.12
4056,1048576,521464,33882,6.5
4057,1048576,519046,26727,5.15
4058,1048576,596018,54767,9.19
4059,1048576,639864,5677,0.89
4060,1048576,475410,15164,3.19
4061,1048576,1018686,33,0.0
4062,1048576,894535,0,0.0
4063,1048576,975828,0,0.0
4064,1048576,524088,22843,4.36
4065,846623,571256,46695,8.17
4066,1048576,921469,6677,0.72
4067,1048576,863443,10646,1.23
4068,1048576,668898,39059,5.84
4069,1048576,552085,35093,6.36
4070,1048576,327583,36490,11.14
4071,754540,618052,10136,1.64
4072,1048576,549376,32889,5.99
4073,1048576,913122,7293,0.8
4074,817153,735095,0,0.0
4075,1048576,906951,162,0.02
4076,1048576,854409,25435,2.98
4077,1048576,936238,23,0.0
4078,1048576,534829,24454,4.57
4079,614504,501933,5585,1.11
4080,759563,607529,3588,0.59
4081,1048576,1048576,1048576,100.0
4082,1048576,960239,1439,0.15
4083,1048576,873066,14777,1.69
4084,1048576,926631,59008,6.37
4085,1048576,672452,3045,0.45
4086,1048576,929799,0,0.0
4087,1048576,1040054,3574,0.34
4088,609194,496832,5127,1.03
4089,1048576,630198,24740,3.93
4090,1048576,1001830,0,0.0
4091,1048576,583008,23058,3.96
4092,786394,451075,16267,3.61
4093,642977,603539,6261,1.04
4094,1048576,890297,17669,1.98
4095,1048576,863745,28647,3.32
4096,1048576,795548,1424,0.18
4097,1048576,856383,97339,11.37
4098,1048576,468354,14266,3.05
4099,1048576,484212,4786,0.99
4100,1048576,531353,18285,3.44
4101,1048576,564792,21976,3.89
4102,1048576,844402,27028,3.2
4103,1048576,914718,769,0.08
4104,975653,510360,2532,0.5
4105,1048576,639820,100363,15.69
4106,1048576,1026072,0,0.0
4107,1048576,651132,3370,0.52
4108,1048576,775372,7441,0.96
4109,1048576,617221,12339,2.0
4110,1048576,531323,79910,15.04
4111,1048576,1044680,0,0.0
4112,1048576,572829,14273,2.49
4113,1048576,519682,30057,5.78
4114,1048576,967954,8145,0.84
4115,1048576,802469,3139,0.39
4116,817596,525728,12038,2.29
4117,1048576,578158,22295,3.86
4118,1048576,972786,0,0.0
4119,1048576,929612,0,0.0
4120,1048576,894860,19870,2.22
4121,1048576,674809,24215,3.59
4122,1048576,399922,1087,0.27
4123,1048576,989741,0,0.0
4124,1048576,544547,17596,3.23
4125,1048576,437365,36377,8.32
4126,1048576,831671,19399,2.33
4127,1048576,604714,15146,2.5
4128,1048576,1009437,0,0.0
4129,1048576,728415,29669,4.07
4130,1048576,1009759,0,0.0
4131,701530,546350,35650,6.53
4132,1048576,570194,39512,6.93
4133,1048576,882473,1878,0.21
4134,1048576,549776,12060,2.19
4135,1048576,983655,1404,0.14
4136,1048576,980876,2948,0.3
4137,1048576,813933,163,0.02
4138,1048576,812072,31448,3.87
4139,1048576,916835,2027,0.22
4140,1048576,924578,0,0.0
4141,1048576,786792,651,0.08
4142,506733,239650,5942,2.48
4143,1048576,911361,0,0.0
4144,1048576,739328,579,0.08
4145,962730,820747,10751,1.31
4146,1048576,894846,2758,0.31
4147,875198,851539,0,0.0
4148,1048576,415673,27318,6.57
4149,1048576,547771,6041,1.1
4150,1048576,504141,17788,3.53
4151,1048576,676039,33100,4.9
4152,1048576,513318,5507,1.07
4153,1048576,703054,16331,2.32
4154,1048576,1048576,1048576,100.0
4155,1048576,919128,28497,3.1
4156,1020802,753649,13121,1.74
4157,1048576,936419,0,0.0
4158,511579,251475,13185,5.24
4159,1048576,707226,19533,2.76
4160,1048576,218981,13463,6.15
4161,1048576,918660,736,0.08
4162,1048576,640310,36576,5.71
4163,1048576,544746,33210,6.1
4164,844452,672841,3843,0.57
4165,582208,579933,58,0.01
4166,1048576,515952,18618,3.61
4167,1048576,796395,38888,4.88
4168,1048576,690238,452,0.07
4169,1048576,1015731,3476,0.34
4170,1048576,958030,0,0.0
4171,1048576,765019,151471,19.8
4172,830628,818952,0,0.0
4173,524200,450458,2034,0.45
4174,1048576,971307,278,0.03
4175,1048576,578406,45434,7.86
4176,1048576,943567,0,0.0
4177,1048576,911559,1317,0.14
4178,1048576,590601,12390,2.1
4179,1048576,984713,0,0.0
4180,609341,523567,4172,0.8
4181,1048576,697038,50230,7.21
4182,1048576,844769,16861,2.0
4183,1048576,634593,62377,9.83
4184,1048576,296935,9896,3.33
4185,989543,831744,286,0.03
4186,1048576,388976,50193,12.9
4187,638381,292798,18240,6.23
4188,1048576,880147,12948,1.47
4189,1048576,789582,1597,0.2
4190,1048576,737803,79373,10.76
